   t     nR      nF
4.400000  0.900766  0.714349
4.450000  0.913631  0.711514
4.500000  0.927123  0.709433
4.550000  0.940592  0.707365
4.600000  0.954648  0.706071
4.650000  0.968677  0.704790
4.700000  0.983244  0.704305
4.750000  0.997781  0.703833
4.800000  1.012795  0.704180
4.850000  1.027775  0.704541
4.900000  1.043161  0.705746
4.950000  1.058509  0.706964
5.000000  1.074179  0.709055
5.050000  1.089806  0.711159
5.100000  1.105658  0.714164
5.150000  1.121459  0.717182
5.200000  1.137374  0.721133
5.250000  1.153233  0.725095
5.300000  1.169077  0.730022
5.350000  1.184859  0.734959
5.400000  1.200481  0.740891
5.450000  1.216034  0.746832
5.500000  1.231267  0.753798
5.550000  1.246424  0.760771
5.600000  1.261085  0.768796
5.650000  1.275663  0.776825
5.700000  1.289555  0.785927
5.750000  1.303358  0.795030
5.800000  1.316270  0.805221
5.850000  1.329089  0.815408
5.900000  1.340804  0.826689
5.950000  1.352422  0.837958
6.000000  1.362719  0.850314
6.050000  1.372918  0.862651
6.100000  1.381575  0.876050
6.150000  1.390138  0.889421
6.200000  1.396947  0.903809
6.250000  1.403666  0.918160
6.300000  1.408435  0.933460
6.350000  1.413121  0.948710
6.400000  1.415683  0.964814
6.450000  1.418173  0.980857
6.500000  1.418398  0.997628
6.550000  1.418566  1.014324
6.600000  1.416366  1.031593
6.650000  1.414128  1.048774
6.700000  1.409469  1.066339
6.750000  1.404793  1.083804
6.800000  1.397696  1.101436
6.850000  1.390607  1.118958
6.900000  1.381153  1.136402
6.950000  1.371734  1.153728
7.000000  1.360066  1.170712
7.050000  1.348457  1.187574
7.100000  1.334773  1.203818
7.150000  1.321170  1.219938
7.200000  1.305715  1.235163
7.250000  1.290362  1.250267
7.300000  1.273421  1.264205
7.350000  1.256599  1.278031
7.400000  1.238484  1.290440
7.450000  1.220499  1.302750
7.500000  1.201533  1.313421
7.550000  1.182704  1.324009
7.600000  1.163213  1.332773
7.650000  1.143859  1.341474
7.700000  1.124153  1.348211
7.750000  1.104581  1.354907
7.800000  1.084951  1.359547
7.850000  1.065446  1.364167
7.900000  1.046151  1.366690
7.950000  1.026970  1.369213
8.000000  1.008234  1.369644
8.050000  0.989599  1.370095
8.100000  0.971609  1.368504
8.150000  0.953707  1.366950
8.200000  0.936613  1.363441
8.250000  0.919593  1.359984
8.300000  0.903509  1.354693
8.350000  0.887485  1.349465
8.400000  0.872494  1.342546
8.450000  0.857551  1.335699
8.500000  0.843707  1.327325
8.550000  0.829898  1.319027
8.600000  0.817231  1.309375
8.650000  0.804589  1.299803
8.700000  0.793109  1.289056
8.750000  0.781646  1.278388
8.800000  0.771349  1.266724
8.850000  0.761062  1.255139
8.900000  0.751931  1.242732
8.950000  0.742805  1.230401
9.000000  0.734817  1.217416
9.050000  0.726829  1.204503
9.100000  0.719953  1.191093
9.150000  0.713074  1.177751
9.200000  0.707278  1.164059
9.250000  0.701476  1.150429
9.300000  0.696726  1.136585
9.350000  0.691968  1.122797
9.400000  0.688228  1.108916
9.450000  0.684481  1.095087
9.500000  0.681720  1.081274
9.550000  0.678950  1.067508
9.600000  0.677136  1.053856
9.650000  0.675313  1.040246
9.700000  0.674419  1.026836
9.750000  0.673514  1.013463
9.800000  0.673512  1.000366
9.850000  0.673500  0.987301
9.900000  0.674367  0.974577
9.950000  0.675224  0.961883
10.000000  0.676941  0.949585
10.050000  0.678647  0.937315
10.100000  0.681195  0.925489
10.150000  0.683733  0.913687
10.200000  0.687096  0.902371
10.250000  0.690451  0.891077
10.300000  0.694617  0.880305
10.350000  0.698774  0.869551
10.400000  0.703732  0.859350
10.450000  0.708681  0.849166
10.500000  0.714422  0.839560
10.550000  0.720153  0.829970
10.600000  0.726667  0.820979
10.650000  0.733171  0.812003
10.700000  0.740450  0.803646
10.750000  0.747720  0.795302
10.800000  0.755756  0.787594
10.850000  0.763782  0.779900
10.900000  0.772567  0.772856
10.950000  0.781341  0.765825
11.000000  0.790864  0.759460
11.050000  0.800375  0.753107
11.100000  0.810624  0.747433
11.150000  0.820861  0.741771
11.200000  0.831821  0.736802
11.250000  0.842768  0.731846
11.300000  0.854420  0.727597
11.350000  0.866058  0.723360
11.400000  0.878379  0.719846
11.450000  0.890683  0.716344
11.500000  0.903644  0.713581
11.550000  0.916585  0.710831
11.600000  0.930149  0.708838
11.650000  0.943690  0.706857
11.700000  0.957812  0.705653
11.750000  0.971909  0.704462
11.800000  0.986536  0.704070
11.850000  1.001133  0.703691
11.900000  1.016200  0.704134
11.950000  1.031233  0.704590
12.000000  1.046664  0.705894
12.050000  1.062055  0.707212
12.100000  1.077760  0.709405
12.150000  1.093419  0.711612
12.200000  1.109293  0.714724
12.250000  1.125115  0.717848
12.300000  1.141038  0.721909
12.350000  1.156904  0.725981
12.400000  1.172739  0.731021
12.450000  1.188511  0.736073
12.500000  1.204107  0.742122
12.550000  1.219633  0.748181
12.600000  1.234820  0.755268
12.650000  1.249930  0.762362
12.700000  1.264523  0.770511
12.750000  1.279033  0.778664
12.800000  1.292833  0.787893
12.850000  1.306544  0.797122
12.900000  1.319340  0.807441
12.950000  1.332042  0.817755
13.000000  1.343615  0.829163
13.050000  1.355092  0.840560
13.100000  1.365221  0.853042
13.150000  1.375253  0.865504
13.200000  1.383718  0.879024
13.250000  1.392087  0.892516
13.300000  1.398680  0.907020
13.350000  1.405183  0.921484
13.400000  1.409713  0.936889
13.450000  1.414162  0.952244
13.500000  1.416467  0.968440
13.550000  1.418702  0.984573
13.600000  1.418655  1.001419
13.650000  1.418555  1.018189
13.700000  1.416075  1.035513
13.750000  1.413561  1.052747
13.800000  1.408619  1.070343
13.850000  1.403665  1.087837
13.900000  1.396290  1.105472
13.950000  1.388926  1.122996
14.000000  1.379206  1.140413
14.050000  1.369524  1.157712
14.100000  1.357608  1.174638
14.150000  1.345753  1.191440
14.200000  1.331844  1.207593
14.250000  1.318020  1.223622
14.300000  1.302371  1.238724
14.350000  1.286825  1.253706
14.400000  1.269723  1.267492
14.450000  1.252741  1.281166
14.500000  1.234500  1.293396
14.550000  1.216390  1.305528
14.600000  1.197336  1.315996
14.650000  1.178418  1.326384
14.700000  1.158874  1.334928
14.750000  1.139467  1.343412
14.800000  1.119744  1.349917
14.850000  1.100153  1.356383
14.900000  1.080536  1.360785
14.950000  1.061044  1.365169
15.000000  1.041790  1.367452
15.050000  1.022650  1.369738
15.100000  1.003979  1.369934
15.150000  0.985409  1.370152
15.200000  0.967504  1.368334
15.250000  0.949686  1.366556
15.300000  0.932693  1.362834
15.350000  0.915772  1.359164
15.400000  0.899801  1.353675
15.450000  0.883889  1.348250
15.500000  0.869020  1.341152
15.550000  0.854196  1.334125
15.600000  0.840479  1.325590
15.650000  0.826796  1.317132
15.700000  0.814259  1.307339
15.750000  0.801746  1.297626
15.800000  0.790397  1.286759
15.850000  0.779064  1.275970
15.900000  0.768897  1.264206
15.950000  0.758739  1.252520
16.000000  0.749737  1.240031
16.050000  0.740739  1.227618
16.100000  0.732877  1.214569
16.150000  0.725014  1.201592
16.200000  0.718261  1.188136
16.250000  0.711504  1.174746
16.300000  0.705828  1.161023
16.350000  0.700145  1.147361
16.400000  0.695510  1.133500
16.450000  0.690868  1.119694
16.500000  0.687241  1.105809
16.550000  0.683605  1.091975
16.600000  0.680953  1.078169
16.650000  0.678292  1.064410
16.700000  0.676585  1.050775
16.750000  0.674867  1.037182
16.800000  0.674075  1.023797
16.850000  0.673273  1.010450
16.900000  0.673372  0.997386
16.950000  0.673460  0.984355
17.000000  0.674425  0.971671
17.050000  0.675381  0.959017
17.100000  0.677193  0.946766
17.150000  0.678996  0.934541
17.200000  0.681638  0.922767
17.250000  0.684270  0.911016
17.300000  0.687727  0.899756
17.350000  0.691174  0.888517
17.400000  0.695432  0.877804
17.450000  0.699681  0.867110
17.500000  0.704730  0.856972
17.550000  0.709770  0.846850
17.600000  0.715600  0.837309
17.650000  0.721421  0.827784
17.700000  0.728024  0.818861
17.750000  0.734618  0.809952
17.800000  0.741986  0.801665
17.850000  0.749344  0.793391
17.900000  0.757468  0.785756
17.950000  0.765582  0.778133
18.000000  0.774453  0.771163
18.050000  0.783315  0.764206
18.100000  0.792924  0.757916
18.150000  0.802521  0.751638
18.200000  0.812855  0.746041
18.250000  0.823177  0.740456
18.300000  0.834220  0.735567
18.350000  0.845250  0.730689
18.400000  0.856984  0.726521
18.450000  0.868702  0.722364
18.500000  0.881102  0.718933
18.550000  0.893484  0.715514
18.600000  0.906520  0.712836
18.650000  0.919536  0.710171
18.700000  0.933171  0.708265
18.750000  0.946783  0.706371
18.800000  0.960972  0.705257
18.850000  0.975134  0.704156
18.900000  0.989820  0.703856
18.950000  1.004477  0.703570
19.000000  1.019596  0.704108
19.050000  1.034681  0.704660
19.100000  1.050154  0.706064
19.150000  1.065588  0.707480
19.200000  1.081325  0.709776
19.250000  1.097016  0.712085
19.300000  1.112910  0.715302
19.350000  1.128752  0.718533
19.400000  1.144680  0.722703
19.450000  1.160551  0.726886
19.500000  1.176377  0.732040
19.550000  1.192138  0.737204
19.600000  1.207705  0.743371
19.650000  1.223202  0.749547
19.700000  1.238341  0.756755
19.750000  1.253402  0.763970
19.800000  1.267925  0.772242
19.850000  1.282364  0.780519
19.900000  1.296070  0.789874
19.950000  1.309687  0.799228
20.000000  1.322365  0.809675
20.050000  1.334949  0.820115
20.100000  1.346379  0.831650
20.150000  1.357712  0.843173
20.200000  1.367672  0.855779
20.250000  1.377534  0.868365
20.300000  1.385805  0.882006
20.350000  1.393981  0.895618
20.400000  1.400355  0.910235
20.450000  1.406641  0.924812
20.500000  1.410932  0.940320
20.550000  1.415142  0.955776
20.600000  1.417190  0.972063
20.650000  1.419170  0.988284
20.700000  1.418853  1.005203
20.750000  1.418484  1.022045
20.800000  1.415726  1.039420
20.850000  1.412935  1.056705
20.900000  1.407714  1.074328
20.950000  1.402482  1.091849
21.000000  1.394832  1.109484
21.050000  1.387196  1.127007
21.100000  1.377214  1.144394
21.150000  1.367271  1.161661
21.200000  1.355110  1.178526
21.250000  1.343014  1.195266
21.300000  1.328886  1.211325
21.350000  1.314844  1.227260
21.400000  1.299005  1.242237
21.450000  1.283271  1.257094
21.500000  1.266012  1.270725
21.550000  1.248875  1.284246
21.600000  1.230514  1.296294
21.650000  1.212284  1.308246
21.700000  1.193145  1.318512
21.750000  1.174144  1.328698
21.800000  1.154552  1.337022
21.850000  1.135096  1.345288
21.900000  1.115358  1.351562
21.950000  1.095752  1.357798
22.000000  1.076152  1.361963
22.050000  1.056676  1.366111
22.100000  1.037466  1.368157
22.150000  1.018369  1.370207
22.200000  0.999765  1.370170
22.250000  0.981261  1.370157
22.300000  0.963443  1.368116
22.350000  0.945710  1.366116
22.400000  0.928819  1.362183
22.450000  0.911999  1.358305
22.500000  0.896142  1.352620
22.550000  0.880342  1.347001
22.600000  0.865594  1.339726
22.650000  0.850891  1.332523
22.700000  0.837300  1.323831
22.750000  0.823743  1.315215
22.800000  0.811334  1.305285
22.850000  0.798950  1.295435
22.900000  0.787731  1.284450
22.950000  0.776527  1.273544
23.000000  0.766489  1.261681
23.050000  0.756460  1.249897
23.100000  0.747585  1.237330
23.150000  0.738714  1.224837
23.200000  0.730976  1.211727
23.250000  0.723238  1.198688
23.300000  0.716607  1.185187
23.350000  0.709971  1.171752
23.400000  0.704413  1.158000
23.450000  0.698848  1.144308
23.500000  0.694328  1.130431
23.550000  0.689800  1.116609
23.600000  0.686284  1.102721
23.650000  0.682759  1.088883
23.700000  0.680215  1.075086
23.750000  0.677662  1.061334
23.800000  0.676059  1.047717
23.850000  0.674446  1.034141
23.900000  0.673756  1.020784
23.950000  0.673056  1.007463
24.000000  0.673254  0.994433
24.050000  0.673442  0.981436
24.100000  0.674504  0.968793
24.150000  0.675557  0.956180
24.200000  0.677465  0.943975
24.250000  0.679362  0.931797
24.300000  0.682098  0.920074
24.350000  0.684824  0.908374
24.400000  0.688373  0.897170
24.450000  0.691912  0.885987
24.500000  0.696262  0.875333
24.550000  0.700602  0.864698
24.600000  0.705741  0.854622
24.650000  0.710871  0.844563
24.700000  0.716791  0.835087
24.750000  0.722701  0.825627
24.800000  0.729393  0.816771
24.850000  0.736075  0.807930
24.900000  0.743530  0.799712
24.950000  0.750976  0.791508
25.000000  0.759188  0.783944
25.050000  0.767389  0.776393
25.100000  0.776347  0.769496
25.150000  0.785294  0.762612
25.200000  0.794989  0.756397
25.250000  0.804672  0.750195
25.300000  0.815090  0.744675
25.350000  0.825496  0.739167
25.400000  0.836622  0.734356
25.450000  0.847734  0.729556
25.500000  0.859548  0.725469
25.550000  0.871347  0.721393
25.600000  0.883824  0.718044
25.650000  0.896284  0.714707
25.700000  0.909395  0.712114
25.750000  0.922485  0.709533
25.800000  0.936190  0.707714
25.850000  0.949872  0.705907
25.900000  0.964125  0.704883
25.950000  0.978351  0.703871
26.000000  0.993097  0.703664
26.050000  1.007811  0.703470
26.100000  1.022981  0.704104
26.150000  1.038116  0.704751
26.200000  1.053632  0.706253
26.250000  1.069107  0.707768
26.300000  1.084874  0.710165
26.350000  1.100596  0.712576
26.400000  1.116508  0.715900
26.450000  1.132368  0.719236
26.500000  1.148301  0.723516
26.550000  1.164175  0.727808
26.600000  1.179989  0.733075
26.650000  1.195737  0.738353
26.700000  1.211275  0.744637
26.750000  1.226741  0.750930
26.800000  1.241829  0.758259
26.850000  1.256839  0.765593
26.900000  1.271290  0.773989
26.950000  1.285657  0.782388
27.000000  1.299268  0.791869
27.050000  1.312789  0.801348
27.100000  1.325347  0.811921
27.150000  1.337810  0.822487
27.200000  1.349094  0.834149
27.250000  1.360282  0.845797
27.300000  1.370070  0.858527
27.350000  1.379762  0.871235
27.400000  1.387837  0.884996
27.450000  1.395817  0.898725
27.500000  1.401973  0.913454
27.550000  1.408040  0.928141
27.600000  1.412091  0.943752
27.650000  1.416062  0.959308
27.700000  1.417853  0.975682
27.750000  1.419577  0.991990
27.800000  1.418990  1.008979
27.850000  1.418353  1.025890
27.900000  1.415318  1.043314
27.950000  1.412253  1.060647
28.000000  1.406754  1.078295
28.050000  1.401246  1.095839
28.100000  1.393324  1.113471
28.150000  1.385419  1.130989
28.200000  1.375177  1.148343
28.250000  1.364977  1.165576
28.300000  1.352576  1.182376
28.350000  1.340242  1.199051
28.400000  1.325898  1.215013
28.450000  1.311644  1.230852
28.500000  1.295619  1.245700
28.550000  1.279702  1.260430
28.600000  1.262291  1.273904
28.650000  1.245004  1.287269
28.700000  1.226526  1.299135
28.750000  1.208181  1.310906
28.800000  1.188963  1.320967
28.850000  1.169882  1.330952
28.900000  1.150246  1.339056
28.950000  1.130746  1.347103
29.000000  1.110997  1.353146
29.050000  1.091380  1.359154
29.100000  1.071800  1.363082
29.150000  1.052342  1.366997
29.200000  1.033179  1.368806
29.250000  1.014127  1.370623
29.300000  0.995593  1.370355
29.350000  0.977157  1.370113
29.400000  0.959428  1.367851
29.450000  0.941781  1.365631
29.500000  0.924993  1.361491
29.550000  0.908274  1.357406
29.600000  0.892531  1.351530
29.650000  0.876843  1.345720
29.700000  0.862217  1.338271
29.750000  0.847633  1.330896
29.800000  0.834169  1.322049
29.850000  0.820737  1.313279
29.900000  0.808457  1.303215
29.950000  0.796200  1.293230
30.000000  0.785110  1.282130
30.050000  0.774035  1.271109
30.100000  0.764125  1.259152
30.150000  0.754224  1.247272
30.200000  0.745475  1.234628
30.250000  0.736730  1.222058
30.300000  0.729116  1.208889
30.350000  0.721500  1.195791
30.400000  0.714989  1.182247
30.450000  0.708474  1.168769
30.500000  0.703032  1.154989
30.550000  0.697584  1.141269
30.600000  0.693178  1.127378
30.650000  0.688763  1.113542
30.700000  0.685357  1.099652
30.750000  0.681942  1.085812
30.800000  0.679505  1.072024
30.850000  0.677058  1.058281
30.900000  0.675560  1.044683
30.950000  0.674050  1.031125
31.000000  0.673462  1.017795
31.050000  0.672862  1.004501
31.100000  0.673159  0.991506
31.150000  0.673445  0.978544
31.200000  0.674604  0.965943
31.250000  0.675752  0.953370
31.300000  0.677755  0.941212
31.350000  0.679747  0.929080
31.400000  0.682575  0.917409
31.450000  0.685394  0.905761
31.500000  0.689034  0.894612
31.550000  0.692665  0.883485
31.600000  0.697105  0.872890
31.650000  0.701536  0.862315
31.700000  0.706764  0.852301
31.750000  0.711984  0.842304
31.800000  0.717992  0.832893
31.850000  0.723991  0.823498
31.900000  0.730771  0.814710
31.950000  0.737541  0.805936
32.000000  0.745084  0.797788
32.050000  0.752617  0.789653
32.100000  0.760915  0.782160
32.150000  0.769203  0.774680
32.200000  0.778246  0.767856
32.250000  0.787280  0.761045
32.300000  0.797059  0.754905
32.350000  0.806827  0.748777
32.400000  0.817328  0.743334
32.450000  0.827817  0.737902
32.500000  0.839025  0.733169
32.550000  0.850219  0.728448
32.600000  0.862113  0.724441
32.650000  0.873991  0.720445
32.700000  0.886546  0.717178
32.750000  0.899082  0.713923
32.800000  0.912266  0.711414
32.850000  0.925430  0.708918
32.900000  0.939204  0.707185
32.950000  0.952955  0.705465
33.000000  0.967272  0.704530
33.050000  0.981562  0.703608
33.100000  0.996365  0.703492
33.150000  1.011136  0.703390
33.200000  1.026356  0.704119
33.250000  1.041540  0.704861
33.300000  1.057096  0.706461
33.350000  1.072611  0.708075
33.400000  1.088408  0.710574
33.450000  1.104159  0.713087
33.500000  1.120088  0.716516
33.550000  1.135964  0.719958
33.600000  1.151900  0.724347
33.650000  1.167776  0.728748
33.700000  1.183576  0.734129
33.750000  1.199310  0.739519
33.800000  1.214815  0.745920
33.850000  1.230248  0.752329
33.900000  1.245285  0.759778
33.950000  1.260242  0.767232
34.000000  1.274619  0.775751
34.050000  1.288911  0.784273
34.100000  1.302425  0.793878
34.150000  1.315848  0.803481
34.200000  1.328284  0.814180
34.250000  1.340625  0.824871
34.300000  1.351762  0.836658
34.350000  1.362802  0.848430
34.400000  1.372418  0.861283
34.450000  1.381937  0.874113
34.500000  1.389814  0.887991
34.550000  1.397598  0.901837
34.600000  1.403534  0.916677
34.650000  1.409381  0.931473
34.700000  1.413192  0.947183
34.750000  1.416924  0.962838
34.800000  1.418457  0.979297
34.850000  1.419926  0.995689
34.900000  1.419069  1.012747
34.950000  1.418165  1.029723
35.000000  1.414854  1.047194
35.050000  1.411516  1.064571
35.100000  1.405740  1.082241
35.150000  1.399959  1.099805
35.200000  1.391767  1.117431
35.250000  1.383596  1.134942
35.300000  1.373097  1.152260
35.350000  1.362644  1.169456
35.400000  1.350006  1.186188
35.450000  1.337438  1.202795
35.500000  1.322884  1.218657
35.550000  1.308421  1.234397
35.600000  1.292215  1.249114
35.650000  1.276119  1.263715
35.700000  1.258561  1.277029
35.750000  1.241129  1.290237
35.800000  1.222539  1.301918
35.850000  1.204084  1.313507
35.900000  1.184790  1.323363
35.950000  1.165635  1.333145
36.000000  1.145958  1.341029
36.050000  1.126418  1.348858
36.100000  1.106662  1.354670
36.150000  1.087037  1.360450
36.200000  1.067480  1.364143
36.250000  1.048044  1.367825
36.300000  1.028930  1.369400
36.350000  1.009926  1.370985
36.400000  0.991463  1.370489
36.450000  0.973097  1.370021
36.500000  0.955457  1.367540
36.550000  0.937898  1.365104
36.600000  0.921214  1.360758
36.650000  0.904597  1.356470
36.700000  0.888967  1.350405
36.750000  0.873393  1.344408
36.800000  0.858887  1.336788
36.850000  0.844424  1.329243
36.900000  0.831085  1.320244
36.950000  0.817778  1.311324
37.000000  0.805626  1.301128
37.050000  0.793496  1.291012
37.100000  0.782534  1.279800
37.150000  0.771586  1.268668
37.200000  0.761804  1.256618
37.250000  0.752029  1.244645
37.300000  0.743406  1.231927
37.350000  0.734785  1.219283
37.400000  0.727293  1.206057
37.450000  0.719800  1.192901
37.500000  0.713408  1.179317
37.550000  0.707012  1.165798
37.600000  0.701686  1.151992
37.650000  0.696354  1.138246
37.700000  0.692059  1.124342
37.750000  0.687757  1.110493
37.800000  0.684460  1.096603
37.850000  0.681154  1.082762
37.900000  0.678823  1.068984
37.950000  0.676481  1.055251
38.000000  0.675085  1.041672
38.050000  0.673679  1.028134
38.100000  0.673190  1.014832
38.150000  0.672691  1.001566
38.200000  0.673085  0.988606
38.250000  0.673468  0.975679
38.300000  0.674723  0.963119
38.350000  0.675967  0.950588
38.400000  0.678063  0.938478
38.450000  0.680148  0.926392
38.500000  0.683069  0.914773
38.550000  0.685980  0.903176
38.600000  0.689711  0.892084
38.650000  0.693433  0.881011
38.700000  0.697962  0.870476
38.750000  0.702482  0.859960
38.800000  0.707800  0.850008
38.850000  0.713108  0.840073
38.900000  0.719204  0.830727
38.950000  0.725291  0.821397
39.000000  0.732158  0.812676
39.050000  0.739016  0.803969
39.100000  0.746645  0.795890
39.150000  0.754265  0.787824
39.200000  0.762649  0.780402
39.250000  0.771023  0.772993
39.300000  0.780151  0.766242
39.350000  0.789270  0.759504
39.400000  0.799133  0.753438
39.450000  0.808985  0.747385
39.500000  0.819569  0.742017
39.550000  0.830141  0.736662
39.600000  0.841430  0.732007
39.650000  0.852705  0.727364
39.700000  0.864678  0.723436
39.750000  0.876635  0.719520
39.800000  0.889266  0.716335
39.850000  0.901878  0.713162
39.900000  0.915135  0.710737
39.950000  0.928371  0.708324
40.000000  0.942213  0.706678
40.050000  0.956032  0.705044
40.100000  0.970412  0.704198
40.150000  0.984764  0.703365
40.200000  0.999624  0.703341
40.250000  1.014451  0.703330
40.300000  1.029719  0.704154
40.350000  1.044951  0.704991
40.400000  1.060546  0.706689
40.450000  1.076100  0.708401
40.500000  1.091925  0.711002
40.550000  1.107704  0.713616
40.600000  1.123648  0.717150
40.650000  1.139539  0.720697
40.700000  1.155476  0.725196
40.750000  1.171352  0.729706
40.800000  1.187137  0.735199
40.850000  1.202855  0.740702
40.900000  1.218327  0.747219
40.950000  1.233725  0.753745
41.000000  1.248708  0.761313
41.050000  1.263610  0.768886
41.100000  1.277911  0.777527
41.150000  1.292126  0.786171
41.200000  1.305541  0.795900
41.250000  1.318864  0.805628
41.300000  1.331176  0.816451
41.350000  1.343393  0.827267
41.400000  1.354381  0.839177
41.450000  1.365272  0.851073
41.500000  1.374713  0.864047
41.550000  1.384058  0.876998
41.600000  1.391738  0.890993
41.650000  1.399323  0.904954
41.700000  1.405038  0.919902
41.750000  1.410665  0.934806
41.800000  1.414234  0.950614
41.850000  1.417726  0.966365
41.900000  1.419003  0.982908
41.950000  1.420216  0.999381
42.000000  1.419091  1.016504
42.050000  1.417920  1.033544
42.100000  1.414334  1.051059
42.150000  1.410724  1.068479
42.200000  1.404674  1.086167
42.250000  1.398622  1.103749
42.300000  1.390163  1.121365
42.350000  1.381728  1.138866
42.400000  1.370976  1.156144
42.450000  1.360272  1.173300
42.500000  1.347402  1.189961
42.550000  1.334605  1.206497
42.600000  1.319843  1.222257
42.650000  1.305176  1.237894
42.700000  1.288794  1.252479
42.750000  1.272524  1.266947
42.800000  1.254824  1.280101
42.850000  1.237250  1.293149
42.900000  1.218554  1.304645
42.950000  1.199993  1.316050
43.000000  1.180628  1.325701
43.050000  1.161402  1.335279
43.100000  1.141689  1.342942
43.150000  1.122112  1.350553
43.200000  1.102353  1.356136
43.250000  1.082724  1.361688
43.300000  1.063192  1.365147
43.350000  1.043781  1.368598
43.400000  1.024719  1.369941
43.450000  1.005764  1.371295
43.500000  0.987375  1.370573
43.550000  0.969080  1.369881
43.600000  0.951531  1.367185
43.650000  0.934061  1.364534
43.700000  0.917481  1.359987
43.750000  0.900967  1.355498
43.800000  0.885452  1.349247
43.850000  0.869990  1.343065
43.900000  0.855605  1.335278
43.950000  0.841262  1.327566
44.000000  0.828049  1.318420
44.050000  0.814865  1.309352
44.100000  0.802841  1.299027
44.150000  0.790837  1.288783
44.200000  0.780003  1.277462
44.250000  0.769182  1.266220
44.300000  0.759525  1.254081
44.350000  0.749876  1.242018
44.400000  0.741377  1.229228
44.450000  0.732880  1.216512
44.500000  0.725509  1.203232
44.550000  0.718137  1.190021
44.600000  0.711863  1.176398
44.650000  0.705585  1.162839
44.700000  0.700374  1.149009
44.750000  0.695156  1.135238
44.800000  0.690972  1.121323
44.850000  0.686781  1.107463
44.900000  0.683592  1.093573
44.950000  0.680394  1.079733
45.000000  0.678167  1.065966
45.050000  0.675930  1.052244
45.100000  0.674636  1.038686
45.150000  0.673331  1.025168
45.200000  0.672941  1.011895
45.250000  0.672541  0.998657
45.300000  0.673032  0.985733
45.350000  0.673512  0.972841
45.400000  0.674861  0.960324
45.450000  0.676200  0.947834
45.500000  0.678388  0.935771
45.550000  0.680567  0.923733
45.600000  0.683579  0.912165
45.650000  0.686581  0.900620
45.700000  0.690402  0.889583
45.750000  0.694214  0.878567
45.800000  0.698832  0.868091
45.850000  0.703441  0.857633
45.900000  0.708847  0.847744
45.950000  0.714243  0.837871
46.000000  0.720427  0.828590
46.050000  0.726601  0.819324
46.100000  0.733555  0.810670
46.150000  0.740499  0.802030
46.200000  0.748214  0.794019
46.250000  0.755920  0.786022
46.300000  0.764389  0.778671
46.350000  0.772848  0.771333
46.400000  0.782062  0.764654
46.450000  0.791264  0.757989
46.500000  0.801211  0.751997
46.550000  0.811146  0.746017
