   t     nR      nF
11.850000  0.731613  0.879935
11.900000  0.736293  0.873018
11.950000  0.740968  0.866111
12.000000  0.746214  0.859557
12.050000  0.751454  0.853013
12.100000  0.757259  0.846836
12.150000  0.763059  0.840669
12.200000  0.769417  0.834885
12.250000  0.775769  0.829109
12.300000  0.782674  0.823730
12.350000  0.789573  0.818360
12.400000  0.797016  0.813398
12.450000  0.804453  0.808445
12.500000  0.812426  0.803912
12.550000  0.820391  0.799389
12.600000  0.828884  0.795298
12.650000  0.837368  0.791215
12.700000  0.846367  0.787577
12.750000  0.855356  0.783947
12.800000  0.864847  0.780774
12.850000  0.874327  0.777608
12.900000  0.884292  0.774910
12.950000  0.894244  0.772220
13.000000  0.904661  0.770010
13.050000  0.915064  0.767808
13.100000  0.925908  0.766097
13.150000  0.936736  0.764394
13.200000  0.947978  0.763196
13.250000  0.959202  0.762005
13.300000  0.970806  0.761330
13.350000  0.982391  0.760664
13.400000  0.994318  0.760527
13.450000  1.006224  0.760397
13.500000  1.018428  0.760811
13.550000  1.030608  0.761231
13.600000  1.043036  0.762209
13.650000  1.055437  0.763193
13.700000  1.068029  0.764747
13.750000  1.080592  0.766308
13.800000  1.093282  0.768453
13.850000  1.105939  0.770603
13.900000  1.118652  0.773351
13.950000  1.131329  0.776104
14.000000  1.143982  0.779466
14.050000  1.156596  0.782833
14.100000  1.169099  0.786822
14.150000  1.181560  0.790813
14.200000  1.193816  0.795437
14.250000  1.206026  0.800062
14.300000  1.217929  0.805327
14.350000  1.229784  0.810592
14.400000  1.241222  0.816502
14.450000  1.252610  0.822411
14.500000  1.263467  0.828967
14.550000  1.274272  0.835519
14.600000  1.284426  0.842717
14.650000  1.294527  0.849907
14.700000  1.303856  0.857736
14.750000  1.313131  0.865555
14.800000  1.321510  0.873998
14.850000  1.329836  0.882428
14.900000  1.337146  0.891461
14.950000  1.344402  0.900478
15.000000  1.350525  0.910069
15.050000  1.356598  0.919639
15.100000  1.361427  0.929745
15.150000  1.366209  0.939826
15.200000  1.369648  0.950396
15.250000  1.373045  0.960935
15.300000  1.375012  0.971904
15.350000  1.376944  0.982838
15.400000  1.377375  0.994133
15.450000  1.377779  1.005387
15.500000  1.376633  1.016921
15.550000  1.375468  1.028412
15.600000  1.372725  1.040090
15.650000  1.369973  1.051720
15.700000  1.365639  1.063436
15.750000  1.361308  1.075101
15.800000  1.355416  1.086743
15.850000  1.349537  1.098330
15.900000  1.342146  1.109777
15.950000  1.334779  1.121168
16.000000  1.325973  1.132298
16.050000  1.317201  1.143371
16.100000  1.307088  1.154058
16.150000  1.297019  1.164690
16.200000  1.285727  1.174814
16.250000  1.274489  1.184885
16.300000  1.262164  1.194329
16.350000  1.249900  1.203722
16.400000  1.236701  1.212377
16.450000  1.223568  1.220986
16.500000  1.209661  1.228756
16.550000  1.195825  1.236484
16.600000  1.181382  1.243284
16.650000  1.167011  1.250049
16.700000  1.152201  1.255810
16.750000  1.137464  1.261544
16.800000  1.122451  1.266215
16.850000  1.107511  1.270867
16.900000  1.092452  1.274413
16.950000  1.077463  1.277948
17.000000  1.062505  1.280353
17.050000  1.047611  1.282754
17.100000  1.032883  1.284017
17.150000  1.018215  1.285284
17.200000  1.003835  1.285422
17.250000  0.989509  1.285570
17.300000  0.975578  1.284613
17.350000  0.961694  1.283671
17.400000  0.948297  1.281662
17.450000  0.934942  1.279674
17.500000  0.922149  1.276667
17.550000  0.909393  1.273685
17.600000  0.897260  1.269743
17.650000  0.885159  1.265829
17.700000  0.873730  1.261021
17.750000  0.862327  1.256244
17.800000  0.851634  1.250644
17.850000  0.840961  1.245077
17.900000  0.831024  1.238763
17.950000  0.821103  1.232483
18.000000  0.811934  1.225533
18.050000  0.802778  1.218619
18.100000  0.794384  1.211113
18.150000  0.785999  1.203642
18.200000  0.778378  1.195658
18.250000  0.770763  1.187709
18.300000  0.763910  1.179322
18.350000  0.757061  1.170969
18.400000  0.750967  1.162254
18.450000  0.744874  1.153571
18.500000  0.739527  1.144595
18.550000  0.734181  1.135651
18.600000  0.729568  1.126483
18.650000  0.724954  1.117344
18.700000  0.721061  1.108044
18.750000  0.717166  1.098771
18.800000  0.713978  1.089397
18.850000  0.710786  1.080050
18.900000  0.708288  1.070655
18.950000  0.705786  1.061286
19.000000  0.703962  1.051921
19.050000  0.702135  1.042579
19.100000  0.700973  1.033288
19.150000  0.699806  1.024018
19.200000  0.699292  1.014844
19.250000  0.698773  1.005688
19.300000  0.698895  0.996667
19.350000  0.699011  0.987664
19.400000  0.699757  0.978831
19.450000  0.700498  0.970014
19.500000  0.701857  0.961399
19.550000  0.703212  0.952800
19.600000  0.705177  0.944433
19.650000  0.707136  0.936079
19.700000  0.709697  0.927984
19.750000  0.712252  0.919902
19.800000  0.715402  0.912102
19.850000  0.718546  0.904314
19.900000  0.722277  0.896831
19.950000  0.726003  0.889358
20.000000  0.730310  0.882210
20.050000  0.734611  0.875072
20.100000  0.739487  0.868276
20.150000  0.744357  0.861490
20.200000  0.749797  0.855062
20.250000  0.755231  0.848643
20.300000  0.761228  0.842598
20.350000  0.767219  0.836563
20.400000  0.773767  0.830914
20.450000  0.780309  0.825275
20.500000  0.787401  0.820036
20.550000  0.794486  0.814806
20.600000  0.802115  0.809989
20.650000  0.809735  0.805180
20.700000  0.817890  0.800797
20.750000  0.826036  0.796422
20.800000  0.834706  0.792484
20.850000  0.843367  0.788554
20.900000  0.852539  0.785073
20.950000  0.861701  0.781600
21.000000  0.871358  0.778587
21.050000  0.881005  0.775583
21.100000  0.891130  0.773050
21.150000  0.901242  0.770525
21.200000  0.911811  0.768484
21.250000  0.922366  0.766451
21.300000  0.933353  0.764914
21.350000  0.944324  0.763385
21.400000  0.955697  0.762364
21.450000  0.967052  0.761351
21.500000  0.978776  0.760859
21.550000  0.990479  0.760374
21.600000  1.002510  0.760424
21.650000  1.014519  0.760482
21.700000  1.026810  0.761087
21.750000  1.039075  0.761699
21.800000  1.051571  0.762873
21.850000  1.064039  0.764053
21.900000  1.076677  0.765808
21.950000  1.089284  0.767570
22.000000  1.101995  0.769920
22.050000  1.114672  0.772276
22.100000  1.127378  0.775234
22.150000  1.140048  0.778196
22.200000  1.152665  0.781773
22.250000  1.165242  0.785353
22.300000  1.177677  0.789559
22.350000  1.190068  0.793768
22.400000  1.202220  0.798612
22.450000  1.214325  0.803456
22.500000  1.226087  0.808944
22.550000  1.237799  0.814430
22.600000  1.249056  0.820564
22.650000  1.260263  0.826695
22.700000  1.270897  0.833473
22.750000  1.281479  0.840247
22.800000  1.291369  0.847664
22.850000  1.301205  0.855074
22.900000  1.310227  0.863117
22.950000  1.319195  0.871150
23.000000  1.327225  0.879801
23.050000  1.335202  0.888438
23.100000  1.342121  0.897670
23.150000  1.348988  0.906883
23.200000  1.354682  0.916659
23.250000  1.360327  0.926413
23.300000  1.364693  0.936688
23.350000  1.369013  0.946936
23.400000  1.371957  0.957654
23.450000  1.374862  0.968340
23.500000  1.376310  0.979433
23.550000  1.377725  0.990490
23.600000  1.377620  1.001881
23.650000  1.377491  1.013231
23.700000  1.375798  1.024830
23.750000  1.374089  1.036384
23.800000  1.370798  1.048092
23.850000  1.367502  1.059751
23.900000  1.362627  1.071460
23.950000  1.357758  1.083116
24.000000  1.351342  1.094710
24.050000  1.344943  1.106248
24.100000  1.337052  1.117605
24.150000  1.329190  1.128906
24.200000  1.319918  1.139903
24.250000  1.310685  1.150843
24.300000  1.300147  1.161356
24.350000  1.289658  1.171813
24.400000  1.277989  1.181721
24.450000  1.266377  1.191576
24.500000  1.253729  1.200766
24.550000  1.241143  1.209906
24.600000  1.227676  1.218271
24.650000  1.214278  1.226592
24.700000  1.200162  1.234041
24.750000  1.186117  1.241451
24.800000  1.171523  1.247904
24.850000  1.157001  1.254326
24.900000  1.142097  1.259720
24.950000  1.127266  1.265090
25.000000  1.112214  1.269381
25.050000  1.097234  1.273654
25.100000  1.082188  1.276811
25.150000  1.067210  1.279959
25.200000  1.052311  1.281973
25.250000  1.037475  1.283984
25.300000  1.022848  1.284860
25.350000  1.008280  1.285740
25.400000  0.994037  1.285498
25.450000  0.979848  1.285268
25.500000  0.966085  1.283944
25.550000  0.952370  1.282638
25.600000  0.939168  1.280279
25.650000  0.926006  1.277942
25.700000  0.913430  1.274605
25.750000  0.900889  1.271295
25.800000  0.888990  1.267045
25.850000  0.877120  1.262826
25.900000  0.865937  1.257735
25.950000  0.854778  1.252676
26.000000  0.844338  1.246820
26.050000  0.833918  1.240997
26.100000  0.824241  1.234453
26.150000  0.814579  1.227944
26.200000  0.805673  1.220792
26.250000  0.796779  1.213675
26.300000  0.788648  1.205993
26.350000  0.780525  1.198347
26.400000  0.773167  1.190213
26.450000  0.765813  1.182114
26.500000  0.759220  1.173603
26.550000  0.752630  1.165125
26.600000  0.746792  1.156310
26.650000  0.740956  1.147526
26.700000  0.735861  1.138474
26.750000  0.730766  1.129453
26.800000  0.726401  1.120229
26.850000  0.722035  1.111034
26.900000  0.718384  1.101699
26.950000  0.714731  1.092392
27.000000  0.711781  1.083002
27.050000  0.708827  1.073638
27.100000  0.706561  1.064245
27.150000  0.704292  1.054876
27.200000  0.702696  1.045529
27.250000  0.701097  1.036204
27.300000  0.700158  1.026945
27.350000  0.699215  1.017708
27.400000  0.698920  1.008579
27.450000  0.698620  0.999469
27.500000  0.698957  0.990505
27.550000  0.699289  0.981560
27.600000  0.700247  0.972795
27.650000  0.701199  0.964047
27.700000  0.702768  0.955512
27.750000  0.704331  0.946992
27.800000  0.706501  0.938712
27.850000  0.708666  0.930447
27.900000  0.711430  0.922448
27.950000  0.714189  0.914462
28.000000  0.717539  0.906766
28.050000  0.720884  0.899082
28.100000  0.724814  0.891709
28.150000  0.728739  0.884348
28.200000  0.733242  0.877316
28.250000  0.737740  0.870295
28.300000  0.742811  0.863621
28.350000  0.747876  0.856958
28.400000  0.753509  0.850658
28.450000  0.759135  0.844367
28.500000  0.765323  0.838455
28.550000  0.771505  0.832552
28.600000  0.778242  0.827041
28.650000  0.784972  0.821539
28.700000  0.792251  0.816442
28.750000  0.799522  0.811353
28.800000  0.807334  0.806682
28.850000  0.815137  0.802020
28.900000  0.823472  0.797786
28.950000  0.831798  0.793561
29.000000  0.840643  0.789778
29.050000  0.849479  0.786002
29.100000  0.858822  0.782679
29.150000  0.868154  0.779364
29.200000  0.877976  0.776514
29.250000  0.887787  0.773671
29.300000  0.898070  0.771305
29.350000  0.908339  0.768946
29.400000  0.919057  0.767076
29.450000  0.929761  0.765213
29.500000  0.940887  0.763851
29.550000  0.951996  0.762496
29.600000  0.963497  0.761655
29.650000  0.974979  0.760821
29.700000  0.986816  0.760513
29.750000  0.998633  0.760212
29.800000  1.010762  0.760450
29.850000  1.022869  0.760696
29.900000  1.035240  0.761494
29.950000  1.047586  0.762299
30.000000  1.060141  0.763670
30.050000  1.072668  0.765048
30.100000  1.085344  0.767006
30.150000  1.097988  0.768970
30.200000  1.110711  0.771527
30.250000  1.123399  0.774090
30.300000  1.136089  0.777258
30.350000  1.148742  0.780432
30.400000  1.161312  0.784223
30.450000  1.173841  0.788019
30.500000  1.186195  0.792443
30.550000  1.198506  0.796869
30.600000  1.210541  0.801934
30.650000  1.222529  0.806999
30.700000  1.234136  0.812709
30.750000  1.245693  0.818417
30.800000  1.256755  0.824773
30.850000  1.267766  0.831126
30.900000  1.278165  0.838126
30.950000  1.288510  0.845120
31.000000  1.298121  0.852756
31.050000  1.307678  0.860383
31.100000  1.316378  0.868639
31.150000  1.325024  0.876884
31.200000  1.332692  0.885740
31.250000  1.340305  0.894580
31.300000  1.346821  0.904005
31.350000  1.353285  0.913411
31.400000  1.358539  0.923367
31.450000  1.363744  0.933299
31.500000  1.367635  0.943736
31.550000  1.371483  0.954145
31.600000  1.373924  0.965003
31.650000  1.376329  0.975828
31.700000  1.377251  0.987037
31.750000  1.378144  0.998208
31.800000  1.377498  1.009685
31.850000  1.376831  1.021119
31.900000  1.374590  1.032772
31.950000  1.372338  1.044378
32.000000  1.368500  1.056104
32.050000  1.364661  1.067779
32.100000  1.359251  1.079467
32.150000  1.353850  1.091101
32.200000  1.346917  1.102632
32.250000  1.340005  1.114107
32.300000  1.331627  1.125360
32.350000  1.323280  1.136556
32.400000  1.313556  1.147405
32.450000  1.303875  1.158199
32.500000  1.292929  1.168522
32.550000  1.282035  1.178791
32.600000  1.270008  1.188470
32.650000  1.258040  1.198097
32.700000  1.245086  1.207019
32.750000  1.232198  1.215894
32.800000  1.218484  1.223959
32.850000  1.204839  1.231981
32.900000  1.190534  1.239100
32.950000  1.176301  1.246183
33.000000  1.161575  1.252283
33.050000  1.146923  1.258353
33.100000  1.131944  1.263376
33.150000  1.117038  1.268376
33.200000  1.101966  1.272282
33.250000  1.086963  1.276174
33.300000  1.071946  1.278941
33.350000  1.056996  1.281702
33.400000  1.042171  1.283324
33.450000  1.027407  1.284948
33.500000  1.012895  1.285437
33.550000  0.998439  1.285935
33.600000  0.984346  1.285317
33.650000  0.970304  1.284713
33.700000  0.956720  1.283028
33.750000  0.943181  1.281362
33.800000  0.930183  1.278659
33.850000  0.917222  1.275981
33.900000  0.904869  1.272322
33.950000  0.892548  1.268691
34.000000  0.880887  1.264143
34.050000  0.869253  1.259625
34.100000  0.858319  1.254261
34.150000  0.847407  1.248930
34.200000  0.837225  1.242827
34.250000  0.827060  1.236758
34.300000  0.817643  1.229993
34.350000  0.808241  1.223265
34.400000  0.799598  1.215919
34.450000  0.790966  1.208609
34.500000  0.783098  1.200761
34.550000  0.775237  1.192947
34.600000  0.768140  1.184673
34.650000  0.761047  1.176432
34.700000  0.754713  1.167806
34.750000  0.748380  1.159213
34.800000  0.742797  1.150305
34.850000  0.737215  1.141429
34.900000  0.732371  1.132308
34.950000  0.727526  1.123217
35.000000  0.723407  1.113945
35.050000  0.719285  1.104702
35.100000  0.715876  1.095339
35.150000  0.712463  1.086003
35.200000  0.709748  1.076603
35.250000  0.707030  1.067229
35.300000  0.704995  1.057843
35.350000  0.702956  1.048481
35.400000  0.701587  1.039156
35.450000  0.700213  1.029853
35.500000  0.699497  1.020632
35.550000  0.698775  1.011431
35.600000  0.698698  1.002352
35.650000  0.698616  0.993292
35.700000  0.699166  0.984390
35.750000  0.699712  0.975506
35.800000  0.700880  0.966814
35.850000  0.702043  0.958139
35.900000  0.703819  0.949685
35.950000  0.705590  0.941247
36.000000  0.707965  0.933059
36.050000  0.710334  0.924884
36.100000  0.713300  0.916984
36.150000  0.716261  0.909097
36.200000  0.719811  0.901507
36.250000  0.723356  0.893930
36.300000  0.727484  0.886669
36.350000  0.731606  0.879420
36.400000  0.736306  0.872508
36.450000  0.740999  0.865605
36.500000  0.746264  0.859056
36.550000  0.751524  0.852517
36.600000  0.757348  0.846346
36.650000  0.763167  0.840185
36.700000  0.769545  0.834407
36.750000  0.775916  0.828638
36.800000  0.782841  0.823266
36.850000  0.789759  0.817903
36.900000  0.797222  0.812949
36.950000  0.804678  0.808003
37.000000  0.812672  0.803479
37.050000  0.820657  0.798964
37.100000  0.829170  0.794882
37.150000  0.837674  0.790808
37.200000  0.846693  0.787180
37.250000  0.855703  0.783560
37.300000  0.865214  0.780396
37.350000  0.874714  0.777240
37.400000  0.884699  0.774553
37.450000  0.894672  0.771874
37.500000  0.905109  0.769675
37.550000  0.915533  0.767484
37.600000  0.926397  0.765786
37.650000  0.937245  0.764095
37.700000  0.948507  0.762909
37.750000  0.959751  0.761730
37.800000  0.971375  0.761069
37.850000  0.982979  0.760416
37.900000  0.994925  0.760293
37.950000  1.006850  0.760177
38.000000  1.019072  0.760605
38.050000  1.031270  0.761040
38.100000  1.043715  0.762033
38.150000  1.056134  0.763032
38.200000  1.068742  0.764603
38.250000  1.081321  0.766180
38.300000  1.094026  0.768341
38.350000  1.106698  0.770509
38.400000  1.119423  0.773274
38.450000  1.132113  0.776044
38.500000  1.144778  0.779425
38.550000  1.157403  0.782811
38.600000  1.169915  0.786819
38.650000  1.182385  0.790829
38.700000  1.194647  0.795473
38.750000  1.206864  0.800118
38.800000  1.218770  0.805404
38.850000  1.230629  0.810690
38.900000  1.242067  0.816622
38.950000  1.253456  0.822552
39.000000  1.264310  0.829131
39.050000  1.275111  0.835705
39.100000  1.285259  0.842925
39.150000  1.295353  0.850139
39.200000  1.304671  0.857991
39.250000  1.313935  0.865833
39.300000  1.322300  0.874300
39.350000  1.330611  0.882753
39.400000  1.337901  0.891810
39.450000  1.345138  0.900851
39.500000  1.351238  0.910466
39.550000  1.357287  0.920059
39.600000  1.362088  0.930189
39.650000  1.366843  0.940293
39.700000  1.370249  0.950886
39.750000  1.373614  0.961447
39.800000  1.375545  0.972438
39.850000  1.377441  0.983394
39.900000  1.377832  0.994708
39.950000  1.378197  1.005983
40.000000  1.377008  1.017536
40.050000  1.375800  1.029045
40.100000  1.373012  1.040739
40.150000  1.370215  1.052385
40.200000  1.365834  1.064116
40.250000  1.361455  1.075794
40.300000  1.355515  1.087447
40.350000  1.349588  1.099045
40.400000  1.342148  1.110499
40.450000  1.334732  1.121898
40.500000  1.325878  1.133032
40.550000  1.317058  1.144108
40.600000  1.306898  1.154796
40.650000  1.296783  1.165429
40.700000  1.285445  1.175549
40.750000  1.274162  1.185616
40.800000  1.261795  1.195052
40.850000  1.249489  1.204438
40.900000  1.236250  1.213082
40.950000  1.223079  1.221680
41.000000  1.209137  1.229434
41.050000  1.195266  1.237147
41.100000  1.180792  1.243928
41.150000  1.166390  1.250675
41.200000  1.151553  1.256414
41.250000  1.136790  1.262127
41.300000  1.121755  1.266773
41.350000  1.106792  1.271400
41.400000  1.091717  1.274920
41.450000  1.076710  1.278427
41.500000  1.061738  1.280804
41.550000  1.046831  1.283176
41.600000  1.032094  1.284409
41.650000  1.017418  1.285646
41.700000  1.003032  1.285753
41.750000  0.988701  1.285870
41.800000  0.974768  1.284881
41.850000  0.960884  1.283908
41.900000  0.947488  1.281868
41.950000  0.934135  1.279848
42.000000  0.921346  1.276810
42.050000  0.908595  1.273797
42.100000  0.896469  1.269824
42.150000  0.884375  1.265880
42.200000  0.872956  1.261042
42.250000  0.861562  1.256236
42.300000  0.850879  1.250607
42.350000  0.840218  1.245013
42.400000  0.830293  1.238671
42.450000  0.820385  1.232365
42.500000  0.811230  1.225390
42.550000  0.802088  1.218451
42.600000  0.793708  1.210921
42.650000  0.785338  1.203427
42.700000  0.777732  1.195422
42.750000  0.770133  1.187451
42.800000  0.763296  1.179044
42.850000  0.756463  1.170672
42.900000  0.750386  1.161938
42.950000  0.744310  1.153237
43.000000  0.738980  1.144246
43.050000  0.733650  1.135286
43.100000  0.729055  1.126103
43.150000  0.724458  1.116950
43.200000  0.720582  1.107637
43.250000  0.716704  1.098352
43.300000  0.713533  1.088967
43.350000  0.710359  1.079609
43.400000  0.707878  1.070206
43.450000  0.705393  1.060827
43.500000  0.703588  1.051454
43.550000  0.701777  1.042104
43.600000  0.700633  1.032807
43.650000  0.699483  1.023532
43.700000  0.698987  1.014352
43.750000  0.698485  1.005192
43.800000  0.698624  0.996167
43.850000  0.698758  0.987160
43.900000  0.699521  0.978325
43.950000  0.700279  0.969506
44.000000  0.701657  0.960890
44.050000  0.703029  0.952290
44.100000  0.705011  0.943922
44.150000  0.706988  0.935568
44.200000  0.709566  0.927474
44.250000  0.712139  0.919393
44.300000  0.715307  0.911594
44.350000  0.718468  0.903809
44.400000  0.722218  0.896327
44.450000  0.725961  0.888858
44.500000  0.730286  0.881712
44.550000  0.734605  0.874578
44.600000  0.739500  0.867786
44.650000  0.744388  0.861004
44.700000  0.749846  0.854581
44.750000  0.755298  0.848168
44.800000  0.761314  0.842128
44.850000  0.767324  0.836098
44.900000  0.773891  0.830456
44.950000  0.780451  0.824822
45.000000  0.787563  0.819590
45.050000  0.794667  0.814367
45.100000  0.802314  0.809557
45.150000  0.809954  0.804756
45.200000  0.818128  0.800381
45.250000  0.826294  0.796014
45.300000  0.834983  0.792084
45.350000  0.843664  0.788163
45.400000  0.852855  0.784691
45.450000  0.862037  0.781227
45.500000  0.871714  0.778225
45.550000  0.881380  0.775229
45.600000  0.891525  0.772707
45.650000  0.901657  0.770193
45.700000  0.912246  0.768163
45.750000  0.922820  0.766140
45.800000  0.933827  0.764615
45.850000  0.944817  0.763097
45.900000  0.956210  0.762088
45.950000  0.967585  0.761087
46.000000  0.979327  0.760608
46.050000  0.991049  0.760136
46.100000  1.003098  0.760200
46.150000  1.015126  0.760270
46.200000  1.027434  0.760890
46.250000  1.039718  0.761516
46.300000  1.052230  0.762704
46.350000  1.064714  0.763899
46.400000  1.077368  0.765670
46.450000  1.089991  0.767448
46.500000  1.102716  0.769814
46.550000  1.115407  0.772186
