   t     nR      nF
42.200000  0.918077  1.210055
42.250000  0.908434  1.209064
42.300000  0.899084  1.207841
42.350000  0.889741  1.206622
42.400000  0.880700  1.205180
42.450000  0.871665  1.203742
42.500000  0.862941  1.202091
42.550000  0.854221  1.200443
42.600000  0.845819  1.198591
42.650000  0.837420  1.196743
42.700000  0.829343  1.194699
42.750000  0.821269  1.192660
42.800000  0.813520  1.190436
42.850000  0.805774  1.188216
42.900000  0.798355  1.185820
42.950000  0.790937  1.183429
43.000000  0.783846  1.180872
43.050000  0.776758  1.178320
43.100000  0.769995  1.175611
43.150000  0.763234  1.172907
43.200000  0.756798  1.170057
43.250000  0.750364  1.167211
43.300000  0.744252  1.164229
43.350000  0.738140  1.161252
43.400000  0.732349  1.158148
43.450000  0.726558  1.155048
43.500000  0.721084  1.151831
43.550000  0.715610  1.148618
43.600000  0.710448  1.145298
43.650000  0.705287  1.141982
43.700000  0.700435  1.138567
43.750000  0.695582  1.135156
43.800000  0.691034  1.131655
43.850000  0.686485  1.128159
43.900000  0.682236  1.124581
43.950000  0.677986  1.121008
44.000000  0.674031  1.117362
44.050000  0.670076  1.113720
44.100000  0.666411  1.110013
44.150000  0.662746  1.106310
44.200000  0.659366  1.102551
44.250000  0.655985  1.098795
44.300000  0.652885  1.094991
44.350000  0.649784  1.091190
44.400000  0.646959  1.087348
44.450000  0.644134  1.083509
44.500000  0.641580  1.079636
44.550000  0.639026  1.075766
44.600000  0.636739  1.071870
44.650000  0.634451  1.067976
44.700000  0.632426  1.064062
44.750000  0.630400  1.060150
44.800000  0.628634  1.056225
44.850000  0.626867  1.052303
44.900000  0.625355  1.048372
44.950000  0.623843  1.044444
45.000000  0.622583  1.040515
45.050000  0.621322  1.036587
45.100000  0.620310  1.032664
45.150000  0.619296  1.028743
45.200000  0.618529  1.024831
45.250000  0.617762  1.020922
45.300000  0.617237  1.017026
45.350000  0.616712  1.013133
45.400000  0.616427  1.009260
45.450000  0.616142  1.005389
45.500000  0.616095  1.001541
45.550000  0.616048  0.997696
45.600000  0.616237  0.993880
45.650000  0.616426  0.990066
45.700000  0.616849  0.986285
45.750000  0.617272  0.982506
45.800000  0.617929  0.978764
45.850000  0.618585  0.975024
45.900000  0.619474  0.971326
45.950000  0.620362  0.967630
46.000000  0.621482  0.963979
46.050000  0.622602  0.960330
46.100000  0.623952  0.956731
46.150000  0.625302  0.953133
46.200000  0.626883  0.949588
46.250000  0.628463  0.946045
46.300000  0.630274  0.942558
46.350000  0.632084  0.939073
46.400000  0.634125  0.935648
46.450000  0.636165  0.932225
46.500000  0.638436  0.928865
46.550000  0.640707  0.925506
