   t     nR      nF
7.750000  0.746917  0.837946
7.800000  0.753178  0.833825
7.850000  0.759436  0.829708
7.900000  0.766110  0.825841
7.950000  0.772781  0.821978
8.000000  0.779867  0.818370
8.050000  0.786950  0.814767
8.100000  0.794444  0.811427
8.150000  0.801935  0.808091
8.200000  0.809834  0.805024
8.250000  0.817729  0.801963
8.300000  0.826028  0.799177
8.350000  0.834323  0.796397
8.400000  0.843015  0.793900
8.450000  0.851703  0.791407
8.500000  0.860781  0.789205
8.550000  0.869854  0.787008
8.600000  0.879309  0.785108
8.650000  0.888756  0.783213
8.700000  0.898576  0.781623
8.750000  0.908387  0.780037
8.800000  0.918557  0.778764
8.850000  0.928718  0.777496
8.900000  0.939221  0.776548
8.950000  0.949715  0.775604
9.000000  0.960532  0.774987
9.050000  0.971339  0.774376
9.100000  0.982448  0.774100
9.150000  0.993545  0.773828
9.200000  1.004919  0.773900
9.250000  1.016280  0.773976
9.300000  1.027890  0.774404
9.350000  1.039484  0.774836
9.400000  1.051295  0.775628
9.450000  1.063089  0.776423
9.500000  1.075063  0.777587
9.550000  1.087019  0.778754
9.600000  1.099113  0.780298
9.650000  1.111187  0.781844
9.700000  1.123354  0.783775
9.750000  1.135499  0.785709
9.800000  1.147687  0.788033
9.850000  1.159851  0.790361
9.900000  1.172002  0.793087
9.950000  1.184127  0.795815
10.000000  1.196180  0.798948
10.050000  1.208205  0.802083
10.100000  1.220093  0.805628
10.150000  1.231950  0.809174
10.200000  1.243601  0.813136
10.250000  1.255221  0.817097
10.300000  1.266560  0.821477
10.350000  1.277865  0.825857
10.400000  1.288813  0.830656
10.450000  1.299725  0.835454
10.500000  1.310199  0.840673
10.550000  1.320637  0.845888
10.600000  1.330552  0.851522
10.650000  1.340430  0.857151
10.700000  1.349700  0.863194
10.750000  1.358932  0.869231
10.800000  1.367470  0.875673
10.850000  1.375971  0.882109
10.900000  1.383692  0.888939
10.950000  1.391376  0.895761
11.000000  1.398195  0.902962
11.050000  1.404979  0.910154
11.100000  1.410819  0.917706
11.150000  1.416624  0.925246
11.200000  1.421408  0.933125
11.250000  1.426161  0.940990
11.300000  1.429824  0.949166
11.350000  1.433458  0.957325
11.400000  1.435941  0.965764
11.450000  1.438399  0.974185
11.500000  1.439655  0.982848
11.550000  1.440889  0.991490
11.600000  1.440881  1.000333
11.650000  1.440857  1.009154
11.700000  1.439562  1.018129
11.750000  1.438257  1.027079
11.800000  1.435667  1.036134
11.850000  1.433074  1.045162
11.900000  1.429195  1.054239
11.950000  1.425319  1.063289
12.000000  1.420175  1.072329
12.050000  1.415039  1.081340
12.100000  1.408665  1.090280
12.150000  1.402306  1.099192
12.200000  1.394755  1.107969
12.250000  1.387226  1.116716
12.300000  1.378564  1.125266
12.350000  1.369930  1.133785
12.400000  1.360236  1.142043
12.450000  1.350576  1.150271
12.500000  1.339941  1.158173
12.550000  1.329344  1.166047
12.600000  1.317868  1.173534
12.650000  1.306433  1.180995
12.700000  1.294222  1.188010
12.750000  1.282056  1.195001
12.800000  1.269222  1.201492
12.850000  1.256435  1.207962
12.900000  1.243093  1.213883
12.950000  1.229799  1.219784
13.000000  1.216064  1.225095
13.050000  1.202377  1.230389
13.100000  1.188362  1.235055
13.150000  1.174396  1.239708
13.200000  1.160211  1.243703
13.250000  1.146074  1.247688
13.300000  1.131824  1.250993
13.350000  1.117620  1.254291
13.400000  1.103404  1.256894
13.450000  1.089231  1.259494
13.500000  1.075139  1.261390
13.550000  1.061088  1.263285
13.600000  1.047202  1.264477
13.650000  1.033354  1.265670
13.700000  1.019749  1.266165
13.750000  1.006178  1.266665
13.800000  0.992918  1.266478
13.850000  0.979688  1.266299
13.900000  0.966829  1.265449
13.950000  0.953997  1.264610
14.000000  0.941585  1.263122
14.050000  0.929198  1.261647
14.100000  0.917273  1.259549
14.150000  0.905369  1.257465
14.200000  0.893963  1.254790
14.250000  0.882574  1.252128
14.300000  0.871711  1.248908
14.350000  0.860862  1.245704
14.400000  0.850559  1.241975
14.450000  0.840268  1.238263
14.500000  0.830538  1.234064
14.550000  0.820819  1.229881
14.600000  0.811669  1.225249
14.650000  0.802528  1.220634
14.700000  0.793963  1.215607
14.750000  0.785404  1.210598
14.800000  0.777422  1.205216
14.850000  0.769446  1.199850
14.900000  0.762045  1.194150
14.950000  0.754648  1.188467
15.000000  0.747822  1.182487
15.050000  0.740999  1.176523
15.100000  0.734742  1.170298
15.150000  0.728486  1.164089
15.200000  0.722788  1.157655
15.250000  0.717091  1.151237
15.300000  0.711943  1.144627
15.350000  0.706795  1.138033
15.400000  0.702187  1.131280
15.450000  0.697578  1.124542
15.500000  0.693500  1.117677
15.550000  0.689419  1.110825
15.600000  0.685859  1.103877
15.650000  0.682297  1.096941
15.700000  0.679245  1.089937
15.750000  0.676190  1.082945
15.800000  0.673636  1.075910
15.850000  0.671079  1.068887
15.900000  0.669013  1.061847
15.950000  0.666944  1.054818
16.000000  0.665357  1.047794
16.050000  0.663767  1.040781
16.100000  0.662650  1.033796
16.150000  0.661531  1.026821
16.200000  0.660876  1.019895
16.250000  0.660219  1.012977
16.300000  0.660019  1.006127
16.350000  0.659817  0.999286
16.400000  0.660066  0.992529
16.450000  0.660313  0.985781
16.500000  0.661005  0.979135
16.550000  0.661695  0.972497
16.600000  0.662825  0.965975
16.650000  0.663953  0.959461
16.700000  0.665517  0.953078
16.750000  0.667078  0.946702
16.800000  0.669072  0.940471
16.850000  0.671064  0.934246
16.900000  0.673485  0.928179
16.950000  0.675903  0.922117
17.000000  0.678749  0.916224
17.050000  0.681592  0.910338
17.100000  0.684860  0.904630
17.150000  0.688126  0.898928
17.200000  0.691815  0.893416
17.250000  0.695502  0.887909
17.300000  0.699611  0.882601
17.350000  0.703718  0.877299
17.400000  0.708246  0.872204
17.450000  0.712771  0.867115
17.500000  0.717717  0.862242
17.550000  0.722661  0.857374
17.600000  0.728024  0.852730
17.650000  0.733385  0.848092
17.700000  0.739165  0.843686
17.750000  0.744942  0.839285
17.800000  0.751137  0.835123
17.850000  0.757330  0.830967
17.900000  0.763939  0.827057
17.950000  0.770545  0.823152
18.000000  0.777566  0.819502
18.050000  0.784583  0.815856
18.100000  0.792013  0.812472
18.150000  0.799440  0.809092
18.200000  0.807275  0.805981
18.250000  0.815107  0.802875
18.300000  0.823343  0.800043
18.350000  0.831575  0.797217
18.400000  0.840206  0.794673
18.450000  0.848832  0.792133
18.500000  0.857850  0.789883
18.550000  0.866863  0.787637
18.600000  0.876259  0.785688
18.650000  0.885649  0.783744
18.700000  0.895412  0.782103
18.750000  0.905167  0.780467
18.800000  0.915283  0.779143
18.850000  0.925391  0.777823
18.900000  0.935844  0.776821
18.950000  0.946287  0.775825
19.000000  0.957057  0.775155
19.050000  0.967816  0.774489
19.100000  0.978882  0.774158
19.150000  0.989936  0.773831
19.200000  1.001272  0.773846
19.250000  1.012594  0.773866
19.300000  1.024170  0.774236
19.350000  1.035731  0.774610
19.400000  1.047514  0.775343
19.450000  1.059281  0.776080
19.500000  1.071234  0.777183
19.550000  1.083168  0.778290
19.600000  1.095249  0.779772
19.650000  1.107309  0.781258
19.700000  1.119470  0.783126
19.750000  1.131609  0.784997
19.800000  1.143800  0.787258
19.850000  1.155967  0.789522
19.900000  1.168131  0.792184
19.950000  1.180268  0.794848
20.000000  1.192344  0.797915
20.050000  1.204392  0.800985
20.100000  1.216313  0.804464
20.150000  1.228205  0.807944
20.200000  1.239902  0.811839
20.250000  1.251567  0.815734
20.300000  1.262964  0.820047
20.350000  1.274327  0.824360
20.400000  1.285346  0.829093
20.450000  1.296330  0.833825
20.500000  1.306888  0.838977
20.550000  1.317410  0.844126
20.600000  1.327423  0.849694
20.650000  1.337399  0.855258
20.700000  1.346780  0.861237
20.750000  1.356125  0.867210
20.800000  1.364788  0.873590
20.850000  1.373415  0.879963
20.900000  1.381274  0.886734
20.950000  1.389097  0.893495
21.000000  1.396069  0.900640
21.050000  1.403005  0.907774
21.100000  1.409008  0.915273
21.150000  1.414977  0.922760
21.200000  1.419938  0.930590
21.250000  1.424865  0.938406
21.300000  1.428714  0.946538
21.350000  1.432533  0.954654
21.400000  1.435210  0.963055
21.450000  1.437861  0.971438
21.500000  1.439317  0.980069
21.550000  1.440751  0.988680
21.600000  1.440948  0.997500
21.650000  1.441128  1.006297
21.700000  1.440040  1.015256
21.750000  1.438942  1.024191
21.800000  1.436559  1.033238
21.850000  1.434172  1.042260
21.900000  1.430498  1.051339
21.950000  1.426826  1.060391
22.000000  1.421882  1.069443
22.050000  1.416945  1.078467
22.100000  1.410763  1.087430
22.150000  1.404596  1.096363
22.200000  1.397228  1.105173
22.250000  1.389881  1.113953
22.300000  1.381390  1.122545
22.350000  1.372926  1.131108
22.400000  1.363390  1.139418
22.450000  1.353886  1.147699
22.500000  1.343393  1.155664
22.550000  1.332937  1.163601
22.600000  1.321586  1.171161
22.650000  1.310276  1.178693
22.700000  1.298172  1.185789
22.750000  1.286113  1.192861
22.800000  1.273368  1.199441
22.850000  1.260670  1.205999
22.900000  1.247399  1.212016
22.950000  1.234175  1.218013
23.000000  1.220492  1.223425
23.050000  1.206858  1.228820
23.100000  1.192877  1.233593
23.150000  1.178944  1.238351
23.200000  1.164777  1.242456
23.250000  1.150656  1.246551
23.300000  1.136407  1.249968
23.350000  1.122204  1.253379
23.400000  1.107973  1.256095
23.450000  1.093785  1.258808
23.500000  1.079665  1.260817
23.550000  1.065585  1.262826
23.600000  1.051658  1.264130
23.650000  1.037770  1.265436
23.700000  1.024112  1.266042
23.750000  1.010489  1.266653
23.800000  0.997167  1.266574
23.850000  0.983876  1.266502
23.900000  0.970947  1.265757
23.950000  0.958045  1.265021
24.000000  0.945557  1.263634
24.050000  0.933093  1.262258
24.100000  0.921085  1.260256
24.150000  0.909100  1.258267
24.200000  0.897606  1.255681
24.250000  0.886131  1.253109
24.300000  0.875178  1.249973
24.350000  0.864239  1.246852
24.400000  0.853844  1.243202
24.450000  0.843461  1.239568
24.500000  0.833637  1.235440
24.550000  0.823823  1.231330
24.600000  0.814580  1.226763
24.650000  0.805344  1.222214
24.700000  0.796684  1.217247
24.750000  0.788030  1.212297
24.800000  0.779954  1.206968
24.850000  0.771883  1.201656
24.900000  0.764389  1.196003
24.950000  0.756897  1.190367
25.000000  0.749980  1.184428
25.050000  0.743064  1.178505
25.100000  0.736716  1.172316
25.150000  0.730368  1.166143
25.200000  0.724581  1.159739
25.250000  0.718794  1.153350
25.300000  0.713558  1.146765
25.350000  0.708322  1.140196
25.400000  0.703628  1.133463
25.450000  0.698933  1.126744
25.500000  0.694769  1.119894
25.550000  0.690605  1.113057
25.600000  0.686962  1.106119
25.650000  0.683317  1.099194
25.700000  0.680184  1.092195
25.750000  0.677048  1.085209
25.800000  0.674415  1.078176
25.850000  0.671778  1.071155
25.900000  0.669635  1.064113
25.950000  0.667488  1.057082
26.000000  0.665824  1.050053
26.050000  0.664158  1.043035
26.100000  0.662966  1.036041
26.150000  0.661771  1.029058
26.200000  0.661043  1.022119
26.250000  0.660312  1.015190
26.300000  0.660040  1.008325
26.350000  0.659765  1.001469
26.400000  0.659943  0.994696
26.450000  0.660118  0.987931
26.500000  0.660740  0.981265
26.550000  0.661359  0.974607
26.600000  0.662419  0.968063
26.650000  0.663477  0.961527
26.700000  0.664972  0.955120
26.750000  0.666464  0.948720
26.800000  0.668390  0.942463
26.850000  0.670312  0.936212
26.900000  0.672665  0.930116
26.950000  0.675016  0.924027
27.000000  0.677794  0.918105
27.050000  0.680569  0.912188
27.100000  0.683770  0.906449
27.150000  0.686968  0.900716
27.200000  0.690590  0.895171
27.250000  0.694210  0.889632
27.300000  0.698252  0.884290
27.350000  0.702292  0.878953
27.400000  0.706753  0.873823
27.450000  0.711212  0.868698
27.500000  0.716092  0.863788
27.550000  0.720969  0.858883
27.600000  0.726266  0.854202
27.650000  0.731560  0.849525
27.700000  0.737274  0.845080
27.750000  0.742985  0.840639
27.800000  0.749114  0.836438
27.850000  0.755240  0.832241
27.900000  0.761784  0.828290
27.950000  0.768324  0.824343
28.000000  0.775280  0.820650
28.050000  0.782232  0.816962
28.100000  0.789598  0.813534
28.150000  0.796959  0.810111
28.200000  0.804731  0.806955
28.250000  0.812499  0.803803
28.300000  0.820672  0.800926
28.350000  0.828841  0.798054
28.400000  0.837410  0.795462
28.450000  0.845974  0.792876
28.500000  0.854932  0.790577
28.550000  0.863885  0.788284
28.600000  0.873222  0.786286
28.650000  0.882553  0.784292
28.700000  0.892260  0.782601
28.750000  0.901958  0.780915
28.800000  0.912020  0.779539
28.850000  0.922074  0.778167
28.900000  0.932475  0.777113
28.950000  0.942867  0.776064
29.000000  0.953589  0.775339
29.050000  0.964301  0.774620
29.100000  0.975323  0.774233
29.150000  0.986332  0.773851
29.200000  0.997628  0.773810
29.250000  1.008911  0.773774
29.300000  1.020453  0.774086
29.350000  1.031979  0.774403
29.400000  1.043734  0.775077
29.450000  1.055472  0.775755
29.500000  1.067402  0.776798
29.550000  1.079315  0.777845
29.600000  1.091380  0.779266
29.650000  1.103425  0.780690
29.700000  1.115579  0.782495
29.750000  1.127711  0.784304
29.800000  1.139903  0.786502
29.850000  1.152072  0.788703
29.900000  1.164246  0.791300
29.950000  1.176395  0.793899
30.000000  1.188492  0.796901
30.050000  1.200561  0.799905
30.100000  1.212514  0.803318
30.150000  1.224438  0.806733
30.200000  1.236179  0.810561
30.250000  1.247888  0.814390
30.300000  1.259341  0.818636
30.350000  1.270761  0.822882
30.400000  1.281848  0.827548
30.450000  1.292901  0.832213
30.500000  1.303542  0.837298
30.550000  1.314146  0.842381
30.600000  1.324255  0.847884
30.650000  1.334327  0.853382
30.700000  1.343819  0.859296
30.750000  1.353273  0.865205
30.800000  1.362060  0.871522
30.850000  1.370810  0.877833
30.900000  1.378807  0.884542
30.950000  1.386766  0.891244
31.000000  1.393889  0.898331
31.050000  1.400975  0.905407
31.100000  1.407141  0.912852
31.150000  1.413272  0.920286
31.200000  1.418407  0.928065
31.250000  1.423508  0.935832
31.300000  1.427541  0.943919
31.350000  1.431544  0.951990
31.400000  1.434414  0.960352
31.450000  1.437258  0.968696
31.500000  1.438913  0.977295
31.550000  1.440547  0.985874
31.600000  1.440948  0.994668
31.650000  1.441332  1.003439
31.700000  1.440452  1.012382
31.750000  1.439561  1.021300
31.800000  1.437386  1.030338
31.850000  1.435206  1.039352
31.900000  1.431739  1.048432
31.950000  1.428271  1.057485
32.000000  1.423528  1.066547
32.050000  1.418792  1.075582
32.100000  1.412805  1.084565
32.150000  1.406831  1.093519
32.200000  1.399648  1.102360
32.250000  1.392485  1.111171
32.300000  1.384168  1.119805
32.350000  1.375876  1.128409
32.400000  1.366500  1.136771
32.450000  1.357155  1.145103
32.500000  1.346807  1.153130
32.550000  1.336496  1.161128
32.600000  1.325273  1.168758
32.650000  1.314090  1.176362
32.700000  1.302097  1.183538
32.750000  1.290148  1.190689
32.800000  1.277496  1.197357
32.850000  1.264889  1.204002
32.900000  1.251692  1.210114
32.950000  1.238542  1.216205
33.000000  1.224914  1.221719
33.050000  1.211334  1.227214
33.100000  1.197390  1.232093
33.150000  1.183495  1.236957
33.200000  1.169347  1.241172
33.250000  1.155246  1.245375
33.300000  1.141000  1.248905
33.350000  1.126800  1.252427
33.400000  1.112556  1.255258
33.450000  1.098357  1.258083
33.500000  1.084210  1.260207
33.550000  1.070104  1.262330
33.600000  1.056138  1.263747
33.650000  1.042210  1.265166
33.700000  1.028502  1.265883
33.750000  1.014829  1.266605
33.800000  1.001446  1.266634
33.850000  0.988095  1.266671
33.900000  0.975096  1.266031
33.950000  0.962126  1.265401
34.000000  0.949561  1.264114
34.050000  0.937022  1.262839
34.100000  0.924933  1.260933
34.150000  0.912866  1.259040
34.200000  0.901286  1.256545
34.250000  0.889725  1.254064
34.300000  0.878681  1.251013
34.350000  0.867653  1.247977
34.400000  0.857165  1.244406
34.450000  0.846691  1.240851
34.500000  0.836773  1.236797
34.550000  0.826866  1.232759
34.600000  0.817527  1.228260
34.650000  0.808196  1.223777
34.700000  0.799441  1.218871
34.750000  0.790692  1.213981
34.800000  0.782522  1.208707
34.850000  0.774356  1.203449
34.900000  0.766768  1.197845
34.950000  0.759183  1.192257
35.000000  0.752172  1.186360
35.050000  0.745163  1.180480
35.100000  0.738723  1.174327
35.150000  0.732284  1.168190
35.200000  0.726407  1.161817
35.250000  0.720529  1.155460
35.300000  0.715205  1.148900
35.350000  0.709881  1.142356
35.400000  0.705100  1.135644
35.450000  0.700318  1.128946
35.500000  0.696069  1.122111
35.550000  0.691820  1.115290
35.600000  0.688094  1.108362
35.650000  0.684365  1.101448
35.700000  0.681151  1.094456
35.750000  0.677934  1.087477
35.800000  0.675220  1.080446
35.850000  0.672504  1.073428
35.900000  0.670282  1.066385
35.950000  0.668058  1.059353
36.000000  0.666317  1.052319
36.050000  0.664574  1.045296
36.100000  0.663307  1.038294
36.150000  0.662037  1.031302
36.200000  0.661235  1.024353
36.250000  0.660429  1.017412
36.300000  0.660085  1.010533
36.350000  0.659737  1.003663
36.400000  0.659843  0.996873
36.450000  0.659946  0.990091
36.500000  0.660497  0.983405
36.550000  0.661045  0.976728
36.600000  0.662035  0.970163
36.650000  0.663023  0.963605
36.700000  0.664448  0.957174
36.750000  0.665871  0.950751
36.800000  0.667728  0.944467
36.850000  0.669582  0.938191
36.900000  0.671866  0.932068
36.950000  0.674148  0.925951
37.000000  0.676858  0.919999
37.050000  0.679566  0.914053
37.100000  0.682699  0.908283
37.150000  0.685830  0.902519
37.200000  0.689385  0.896941
37.250000  0.692937  0.891369
37.300000  0.696912  0.885993
37.350000  0.700885  0.880622
37.400000  0.705279  0.875457
37.450000  0.709671  0.870296
37.500000  0.714484  0.865350
37.550000  0.719294  0.860408
37.600000  0.724525  0.855689
37.650000  0.729752  0.850974
37.700000  0.735400  0.846490
37.750000  0.741044  0.842010
37.800000  0.747107  0.837768
37.850000  0.753168  0.833531
37.900000  0.759645  0.829538
37.950000  0.766120  0.825551
38.000000  0.773010  0.821815
38.050000  0.779897  0.818084
38.100000  0.787198  0.814613
38.150000  0.794495  0.811146
38.200000  0.802202  0.807945
38.250000  0.809906  0.804749
38.300000  0.818016  0.801826
38.350000  0.826121  0.798907
38.400000  0.834628  0.796269
38.450000  0.843130  0.793636
38.500000  0.852028  0.791289
38.550000  0.860919  0.788948
38.600000  0.870198  0.786900
38.650000  0.879469  0.784857
38.700000  0.889119  0.783116
38.750000  0.898760  0.781380
38.800000  0.908767  0.779952
38.850000  0.918766  0.778529
38.900000  0.929115  0.777422
38.950000  0.939455  0.776320
39.000000  0.950129  0.775542
39.050000  0.960792  0.774769
39.100000  0.971769  0.774327
39.150000  0.982734  0.773890
39.200000  0.993990  0.773793
39.250000  1.005232  0.773700
39.300000  1.016738  0.773955
39.350000  1.028230  0.774214
39.400000  1.039954  0.774829
39.450000  1.051663  0.775448
39.500000  1.063570  0.776431
39.550000  1.075459  0.777418
39.600000  1.087507  0.778778
39.650000  1.099536  0.780141
39.700000  1.111682  0.781884
39.750000  1.123805  0.783630
39.800000  1.135997  0.785765
39.850000  1.148166  0.787902
39.900000  1.160350  0.790434
39.950000  1.172508  0.792969
40.000000  1.184624  0.795906
40.050000  1.196713  0.798845
40.100000  1.208697  0.802192
40.150000  1.220651  0.805540
40.200000  1.232434  0.809301
40.250000  1.244185  0.813064
40.300000  1.255692  0.817243
40.350000  1.267166  0.821422
40.400000  1.278321  0.826021
40.450000  1.289441  0.830619
40.500000  1.300161  0.835638
40.550000  1.310846  0.840654
40.600000  1.321049  0.846090
40.650000  1.331215  0.851523
40.700000  1.340815  0.857372
40.750000  1.350376  0.863216
40.800000  1.359286  0.869470
40.850000  1.368157  0.875718
40.900000  1.376289  0.882366
40.950000  1.384384  0.889006
41.000000  1.391655  0.896035
41.050000  1.398889  0.903053
41.100000  1.405217  0.910443
41.150000  1.411509  0.917822
41.200000  1.416816  0.925551
41.250000  1.422090  0.933267
41.300000  1.426306  0.941308
41.350000  1.430492  0.949334
41.400000  1.433554  0.957655
41.450000  1.436589  0.965959
41.500000  1.438444  0.974524
41.550000  1.440277  0.983070
41.600000  1.440883  0.991837
41.650000  1.441471  1.000583
41.700000  1.440799  1.009506
41.750000  1.440114  1.018406
41.800000  1.438148  1.027435
41.850000  1.436175  1.036438
41.900000  1.432915  1.045518
41.950000  1.429654  1.054570
42.000000  1.425113  1.063642
42.050000  1.420578  1.072685
42.100000  1.414788  1.081688
42.150000  1.409009  1.090661
42.200000  1.402014  1.099531
42.250000  1.395036  1.108372
42.300000  1.386895  1.117045
42.350000  1.378779  1.125689
42.400000  1.369566  1.134101
42.450000  1.360383  1.142483
42.500000  1.350182  1.150570
42.550000  1.340018  1.158628
42.600000  1.328926  1.166328
42.650000  1.317874  1.174001
42.700000  1.305995  1.181255
42.750000  1.294159  1.188485
42.800000  1.281602  1.195240
42.850000  1.269091  1.201971
42.900000  1.255970  1.208177
42.950000  1.242897  1.214362
43.000000  1.229327  1.219976
43.050000  1.215806  1.225571
43.100000  1.201902  1.230555
43.150000  1.188047  1.235524
43.200000  1.173920  1.239849
43.250000  1.159842  1.244161
43.300000  1.145602  1.247803
43.350000  1.131407  1.251437
43.400000  1.117154  1.254381
43.450000  1.102945  1.257320
43.500000  1.088773  1.259559
43.550000  1.074643  1.261795
43.600000  1.060639  1.263326
43.650000  1.046674  1.264858
43.700000  1.032917  1.265688
43.750000  1.019195  1.266521
43.800000  1.005753  1.266660
43.850000  0.992344  1.266806
43.900000  0.979277  1.266272
43.950000  0.966239  1.265747
44.000000  0.953600  1.264563
44.050000  0.940985  1.263389
44.100000  0.928815  1.261580
44.150000  0.916667  1.259784
44.200000  0.905002  1.257381
44.250000  0.893355  1.254992
44.300000  0.882222  1.252028
44.350000  0.871104  1.249078
44.400000  0.860524  1.245588
44.450000  0.849958  1.242113
44.500000  0.839946  1.238133
44.550000  0.829945  1.234169
44.600000  0.820511  1.229738
44.650000  0.811086  1.225323
44.700000  0.802235  1.220478
44.750000  0.793392  1.215651
44.800000  0.785126  1.210432
44.850000  0.776865  1.205230
44.900000  0.769182  1.199675
44.950000  0.761503  1.194137
45.000000  0.754399  1.188283
45.050000  0.747297  1.182446
45.100000  0.740764  1.176331
45.150000  0.734234  1.170232
45.200000  0.728266  1.163890
45.250000  0.722298  1.157565
45.300000  0.716885  1.151032
45.350000  0.711471  1.144514
45.400000  0.706603  1.137823
45.450000  0.701734  1.131146
45.500000  0.697400  1.124328
45.550000  0.693065  1.117523
45.600000  0.689255  1.110607
45.650000  0.685443  1.103705
45.700000  0.682146  1.096720
45.750000  0.678848  1.089748
45.800000  0.676054  1.082721
45.850000  0.673258  1.075706
45.900000  0.670957  1.068662
45.950000  0.668653  1.061629
46.000000  0.666836  1.054591
46.050000  0.665016  1.047564
46.100000  0.663673  1.040555
46.150000  0.662327  1.033555
46.200000  0.661450  1.026594
46.250000  0.660571  1.019643
46.300000  0.660153  1.012751
46.350000  0.659732  1.005867
46.400000  0.659766  0.999060
46.450000  0.659797  0.992262
46.500000  0.660276  0.985557
46.550000  0.660753  0.978861
