     t       numeric x    exact x     numeric v     exact v  
5.89950000  -3.74339493  -3.74340357  9.27291861  9.27291376
5.90000000  -3.73875753  -3.73876665  9.27478799  9.27478431
5.90050000  -3.73412014  -3.73412879  9.27665737  9.27665253
5.90100000  -3.72948087  -3.72949000  9.27852211  9.27851844
5.90150000  -3.72484161  -3.72485027  9.28038685  9.28038202
5.90200000  -3.72020049  -3.72020961  9.28224695  9.28224329
5.90250000  -3.71555936  -3.71556803  9.28410705  9.28410223
5.90300000  -3.71091638  -3.71092551  9.28596251  9.28595885
5.90350000  -3.70627340  -3.70628207  9.28781797  9.28781316
5.90400000  -3.70162856  -3.70163770  9.28966879  9.28966514
5.90450000  -3.69698373  -3.69699240  9.29151960  9.29151479
5.90500000  -3.69233704  -3.69234619  9.29336577  9.29336213
5.90550000  -3.68769036  -3.68769904  9.29521194  9.29520714
5.90600000  -3.68304183  -3.68305098  9.29705346  9.29704983
5.90650000  -3.67839330  -3.67840199  9.29889498  9.29889019
5.90700000  -3.67374294  -3.67375209  9.30073185  9.30072823
5.90750000  -3.66909257  -3.66910127  9.30256872  9.30256394
5.90800000  -3.66444037  -3.66444953  9.30440095  9.30439733
5.90850000  -3.65978817  -3.65979687  9.30623317  9.30622839
5.90900000  -3.65513413  -3.65514330  9.30806073  9.30805713
5.90950000  -3.65048010  -3.65048881  9.30988830  9.30988353
5.91000000  -3.64582424  -3.64583341  9.31171121  9.31170762
5.91050000  -3.64116839  -3.64117710  9.31353413  9.31352937
5.91100000  -3.63651071  -3.63651989  9.31535238  9.31534879
5.91150000  -3.63185303  -3.63186176  9.31717064  9.31716589
5.91200000  -3.62719354  -3.62720272  9.31898423  9.31898065
5.91250000  -3.62253405  -3.62254278  9.32079783  9.32079309
5.91300000  -3.61787274  -3.61788193  9.32260677  9.32260320
5.91350000  -3.61321144  -3.61322017  9.32441571  9.32441097
5.91400000  -3.60854833  -3.60855752  9.32621998  9.32621642
5.91450000  -3.60388522  -3.60389396  9.32802425  9.32801953
5.91500000  -3.59922030  -3.59922950  9.32982387  9.32982031
5.91550000  -3.59455539  -3.59456414  9.33162348  9.33161876
5.91600000  -3.58988868  -3.58989788  9.33341842  9.33341487
5.91650000  -3.58522197  -3.58523072  9.33521337  9.33520866
5.91700000  -3.58055347  -3.58056267  9.33700364  9.33700011
5.91750000  -3.57588496  -3.57589372  9.33879392  9.33878922
5.91800000  -3.57121467  -3.57122388  9.34057953  9.34057600
5.91850000  -3.56654438  -3.56655315  9.34236514  9.34236044
5.91900000  -3.56187231  -3.56188152  9.34414607  9.34414255
5.91950000  -3.55720023  -3.55720901  9.34592701  9.34592232
5.92000000  -3.55252638  -3.55253560  9.34770327  9.34769976
5.92050000  -3.54785253  -3.54786131  9.34947954  9.34947486
5.92100000  -3.54317690  -3.54318613  9.35125113  9.35124762
5.92150000  -3.53850127  -3.53851006  9.35302271  9.35301805
5.92200000  -3.53382388  -3.53383311  9.35478963  9.35478613
5.92250000  -3.52914648  -3.52915527  9.35655654  9.35655188
5.92300000  -3.52446732  -3.52447656  9.35831877  9.35831529
5.92350000  -3.51978816  -3.51979696  9.36008101  9.36007636
5.92400000  -3.51510724  -3.51511648  9.36183856  9.36183508
5.92450000  -3.51042632  -3.51043512  9.36359611  9.36359147
5.92500000  -3.50574364  -3.50575289  9.36534899  9.36534552
5.92550000  -3.50106097  -3.50106978  9.36710186  9.36709722
5.92600000  -3.49637654  -3.49638579  9.36885005  9.36884659
5.92650000  -3.49169212  -3.49170093  9.37059824  9.37059361
5.92700000  -3.48700594  -3.48701520  9.37234174  9.37233829
5.92750000  -3.48231977  -3.48232859  9.37408524  9.37408062
5.92800000  -3.47763186  -3.47764112  9.37582406  9.37582062
5.92850000  -3.47294395  -3.47295277  9.37756288  9.37755827
5.92900000  -3.46825430  -3.46826356  9.37929700  9.37929357
5.92950000  -3.46356465  -3.46357348  9.38103113  9.38102653
5.93000000  -3.45887326  -3.45888253  9.38276057  9.38275714
5.93050000  -3.45418188  -3.45419072  9.38449001  9.38448541
5.93100000  -3.44948877  -3.44949805  9.38621475  9.38621133
5.93150000  -3.44479567  -3.44480451  9.38793950  9.38793491
5.93200000  -3.44010083  -3.44011012  9.38965955  9.38965614
5.93250000  -3.43540600  -3.43541486  9.39137960  9.39137502
5.93300000  -3.43070946  -3.43071874  9.39309495  9.39309155
5.93350000  -3.42601291  -3.42602177  9.39481031  9.39480574
5.93400000  -3.42131464  -3.42132394  9.39652097  9.39651757
5.93450000  -3.41661638  -3.41662525  9.39823162  9.39822706
5.93500000  -3.41191641  -3.41192571  9.39993758  9.39993420
5.93550000  -3.40721644  -3.40722532  9.40164354  9.40163899
5.93600000  -3.40251477  -3.40252407  9.40334480  9.40334142
5.93650000  -3.39781310  -3.39782197  9.40504606  9.40504151
5.93700000  -3.39310972  -3.39311903  9.40674261  9.40673925
5.93750000  -3.38840635  -3.38841524  9.40843917  9.40843463
5.93800000  -3.38370128  -3.38371059  9.41013102  9.41012766
5.93850000  -3.37899622  -3.37900511  9.41182287  9.41181834
5.93900000  -3.37428946  -3.37429878  9.41351001  9.41350667
5.93950000  -3.36958271  -3.36959160  9.41519716  9.41519264
5.94000000  -3.36487426  -3.36488358  9.41687960  9.41687626
5.94050000  -3.36016582  -3.36017473  9.41856203  9.41855752
5.94100000  -3.35545570  -3.35546503  9.42023976  9.42023643
5.94150000  -3.35074558  -3.35075449  9.42191749  9.42191299
5.94200000  -3.34603378  -3.34604311  9.42359051  9.42358719
5.94250000  -3.34132199  -3.34133090  9.42526352  9.42525903
5.94300000  -3.33660852  -3.33661786  9.42693183  9.42692852
5.94350000  -3.33189506  -3.33190398  9.42860013  9.42859565
5.94400000  -3.32717992  -3.32718926  9.43026372  9.43026042
5.94450000  -3.32246479  -3.32247372  9.43192731  9.43192284
5.94500000  -3.31774799  -3.31775734  9.43358619  9.43358290
5.94550000  -3.31303120  -3.31304013  9.43524506  9.43524059
5.94600000  -3.30831275  -3.30832210  9.43689922  9.43689594
5.94650000  -3.30359430  -3.30360324  9.43855338  9.43854892
5.94700000  -3.29887420  -3.29888355  9.44020282  9.44019954
5.94750000  -3.29415409  -3.29416304  9.44185225  9.44184780
5.94800000  -3.28943234  -3.28944170  9.44349697  9.44349370
5.94850000  -3.28471059  -3.28471954  9.44514169  9.44513724
5.94900000  -3.27998720  -3.27999657  9.44678168  9.44677842
5.94950000  -3.27526381  -3.27527277  9.44842167  9.44841724
5.95000000  -3.27053878  -3.27054815  9.45005694  9.45005369
5.95050000  -3.26581375  -3.26582271  9.45169221  9.45168779
5.95100000  -3.26108709  -3.26109646  9.45332276  9.45331952
5.95150000  -3.25636043  -3.25636939  9.45495330  9.45494888
5.95200000  -3.25163213  -3.25164151  9.45657912  9.45657589
5.95250000  -3.24690384  -3.24691282  9.45820493  9.45820052
5.95300000  -3.24217393  -3.24218331  9.45982602  9.45982280
5.95350000  -3.23744402  -3.23745300  9.46144711  9.46144271
5.95400000  -3.23271248  -3.23272187  9.46306347  9.46306025
5.95450000  -3.22798095  -3.22798994  9.46467982  9.46467543
5.95500000  -3.22324780  -3.22325720  9.46629145  9.46628824
5.95550000  -3.21851466  -3.21852365  9.46790307  9.46789869
5.95600000  -3.21377990  -3.21378930  9.46950996  9.46950676
5.95650000  -3.20904514  -3.20905414  9.47111685  9.47111247
5.95700000  -3.20430878  -3.20431818  9.47271901  9.47271582
5.95750000  -3.19957242  -3.19958143  9.47432116  9.47431679
5.95800000  -3.19483446  -3.19484387  9.47591858  9.47591540
5.95850000  -3.19009650  -3.19010551  9.47751600  9.47751164
5.95900000  -3.18535695  -3.18536636  9.47910868  9.47910550
5.95950000  -3.18061739  -3.18062641  9.48070135  9.48069700
5.96000000  -3.17587624  -3.17588566  9.48228929  9.48228613
5.96050000  -3.17113510  -3.17114412  9.48387723  9.48387289
5.96100000  -3.16639237  -3.16640179  9.48546043  9.48545727
5.96150000  -3.16164964  -3.16165866  9.48704362  9.48703929
5.96200000  -3.15690532  -3.15691475  9.48862208  9.48861893
5.96250000  -3.15216101  -3.15217005  9.49020053  9.49019620
5.96300000  -3.14741512  -3.14742455  9.49177424  9.49177110
5.96350000  -3.14266924  -3.14267827  9.49334795  9.49334363
5.96400000  -3.13792177  -3.13793121  9.49491691  9.49491378
5.96450000  -3.13317432  -3.13318336  9.49648587  9.49648156
5.96500000  -3.12842529  -3.12843473  9.49805008  9.49804696
5.96550000  -3.12367626  -3.12368531  9.49961429  9.49960999
5.96600000  -3.11892567  -3.11893512  9.50117376  9.50117065
5.96650000  -3.11417509  -3.11418414  9.50273322  9.50272893
5.96700000  -3.10942294  -3.10943239  9.50428793  9.50428483
5.96750000  -3.10467080  -3.10467986  9.50584264  9.50583836
5.96800000  -3.09991710  -3.09992655  9.50739260  9.50738951
5.96850000  -3.09516340  -3.09517247  9.50894256  9.50893829
5.96900000  -3.09040816  -3.09041762  9.51048777  9.51048469
5.96950000  -3.08565291  -3.08566199  9.51203297  9.51202871
5.97000000  -3.08089612  -3.08090559  9.51357342  9.51357035
5.97050000  -3.07613934  -3.07614842  9.51511387  9.51510961
5.97100000  -3.07138101  -3.07139048  9.51664956  9.51664650
5.97150000  -3.06662268  -3.06663177  9.51818525  9.51818100
5.97200000  -3.06186282  -3.06187230  9.51971618  9.51971313
5.97250000  -3.05710297  -3.05711206  9.52124711  9.52124287
5.97300000  -3.05234158  -3.05235105  9.52277329  9.52277024
5.97350000  -3.04758019  -3.04758929  9.52429946  9.52429522
5.97400000  -3.04281728  -3.04282676  9.52582087  9.52581783
5.97450000  -3.03805437  -3.03806347  9.52734227  9.52733805
5.97500000  -3.03328994  -3.03329942  9.52885892  9.52885589
5.97550000  -3.02852551  -3.02853462  9.53037557  9.53037135
5.97600000  -3.02375956  -3.02376905  9.53188745  9.53188443
5.97650000  -3.01899362  -3.01900273  9.53339933  9.53339512
5.97700000  -3.01422616  -3.01423566  9.53490644  9.53490343
5.97750000  -3.00945871  -3.00946783  9.53641355  9.53640936
5.97800000  -3.00468975  -3.00469925  9.53791590  9.53791290
5.97850000  -2.99992079  -2.99992992  9.53941824  9.53941405
5.97900000  -2.99515033  -2.99515983  9.54091582  9.54091283
5.97950000  -2.99037987  -2.99038900  9.54241339  9.54240921
5.98000000  -2.98560792  -2.98561742  9.54390620  9.54390322
5.98050000  -2.98083596  -2.98084510  9.54539900  9.54539483
5.98100000  -2.97606252  -2.97607203  9.54688703  9.54688406
5.98150000  -2.97128907  -2.97129822  9.54837507  9.54837090
5.98200000  -2.96651414  -2.96652366  9.54985832  9.54985536
5.98250000  -2.96173921  -2.96174836  9.55134158  9.55133743
5.98300000  -2.95696280  -2.95697232  9.55282006  9.55281711
5.98350000  -2.95218639  -2.95219554  9.55429854  9.55429440
5.98400000  -2.94740850  -2.94741803  9.55577225  9.55576930
5.98450000  -2.94263061  -2.94263978  9.55724595  9.55724182
5.98500000  -2.93785125  -2.93786079  9.55871488  9.55871194
5.98550000  -2.93307190  -2.93308106  9.56018381  9.56017968
5.98600000  -2.92829107  -2.92830061  9.56164795  9.56164502
5.98650000  -2.92351025  -2.92351942  9.56311210  9.56310798
5.98700000  -2.91872796  -2.91873750  9.56457146  9.56456854
5.98750000  -2.91394567  -2.91395485  9.56603083  9.56602672
5.98800000  -2.90916193  -2.90917147  9.56748541  9.56748250
5.98850000  -2.90437819  -2.90438737  9.56893999  9.56893589
5.98900000  -2.89959299  -2.89960254  9.57038979  9.57038688
5.98950000  -2.89480779  -2.89481698  9.57183958  9.57183549
5.99000000  -2.89002115  -2.89003070  9.57328459  9.57328170
5.99050000  -2.88523451  -2.88524370  9.57472960  9.57472552
5.99100000  -2.88044642  -2.88045598  9.57616983  9.57616694
5.99150000  -2.87565833  -2.87566754  9.57761005  9.57760598
5.99200000  -2.87086881  -2.87087837  9.57904549  9.57904261
5.99250000  -2.86607929  -2.86608849  9.58048092  9.58047685
5.99300000  -2.86128833  -2.86129790  9.58191157  9.58190870
5.99350000  -2.85649737  -2.85650658  9.58334221  9.58333815
5.99400000  -2.85170499  -2.85171456  9.58476806  9.58476521
5.99450000  -2.84691260  -2.84692182  9.58619392  9.58618987
5.99500000  -2.84211879  -2.84212837  9.58761498  9.58761213
5.99550000  -2.83732498  -2.83733421  9.58903604  9.58903199
5.99600000  -2.83252976  -2.83253934  9.59045230  9.59044946
5.99650000  -2.82773453  -2.82774376  9.59186857  9.59186453
5.99700000  -2.82293789  -2.82294747  9.59328004  9.59327721
5.99750000  -2.81814125  -2.81815048  9.59469150  9.59468748
5.99800000  -2.81334320  -2.81335279  9.59609818  9.59609536
5.99850000  -2.80854515  -2.80855439  9.59750485  9.59750083
5.99900000  -2.80374569  -2.80375529  9.59890672  9.59890391
5.99950000  -2.79894624  -2.79895548  9.60030859  9.60030459
6.00000000  -2.79414538  -2.79415498  9.60170567  9.60170287
6.00050000  -2.78934453  -2.78935378  9.60310274  9.60309874
6.00100000  -2.78454228  -2.78455188  9.60449501  9.60449222
6.00150000  -2.77974003  -2.77974929  9.60588728  9.60588330
6.00200000  -2.77493639  -2.77494600  9.60727475  9.60727197
6.00250000  -2.77013275  -2.77014202  9.60866222  9.60865824
6.00300000  -2.76532773  -2.76533734  9.61004489  9.61004211
6.00350000  -2.76052271  -2.76053198  9.61142755  9.61142358
6.00400000  -2.75571630  -2.75572592  9.61280541  9.61280264
6.00450000  -2.75090990  -2.75091917  9.61418327  9.61417930
6.00500000  -2.74610212  -2.74611174  9.61555632  9.61555356
6.00550000  -2.74129434  -2.74130362  9.61692937  9.61692542
6.00600000  -2.73648519  -2.73649482  9.61829761  9.61829487
6.00650000  -2.73167604  -2.73168533  9.61966585  9.61966191
6.00700000  -2.72686552  -2.72687515  9.62102929  9.62102655
6.00750000  -2.72205501  -2.72206430  9.62239272  9.62238879
6.00800000  -2.71724313  -2.71725277  9.62375134  9.62374862
6.00850000  -2.71243126  -2.71244055  9.62510996  9.62510604
6.00900000  -2.70761802  -2.70762766  9.62646377  9.62646106
6.00950000  -2.70280479  -2.70281409  9.62781758  9.62781367
6.01000000  -2.69799020  -2.69799985  9.62916658  9.62916387
6.01050000  -2.69317562  -2.69318493  9.63051557  9.63051167
6.01100000  -2.68835969  -2.68836934  9.63185975  9.63185705
6.01150000  -2.68354376  -2.68355307  9.63320393  9.63320003
6.01200000  -2.67872648  -2.67873614  9.63454330  9.63454061
6.01250000  -2.67390921  -2.67391853  9.63588266  9.63587877
6.01300000  -2.66909060  -2.66910026  9.63721721  9.63721453
6.01350000  -2.66427199  -2.66428132  9.63855175  9.63854787
6.01400000  -2.65945205  -2.65946171  9.63988148  9.63987881
6.01450000  -2.65463211  -2.65464144  9.64121121  9.64120733
6.01500000  -2.64981084  -2.64982050  9.64253611  9.64253345
6.01550000  -2.64498957  -2.64499891  9.64386102  9.64385715
6.01600000  -2.64016698  -2.64017665  9.64518110  9.64517845
6.01650000  -2.63534439  -2.63535373  9.64650118  9.64649733
6.01700000  -2.63052048  -2.63053015  9.64781645  9.64781380
6.01750000  -2.62569657  -2.62570591  9.64913171  9.64912786
6.01800000  -2.62087134  -2.62088102  9.65044214  9.65043951
6.01850000  -2.61604612  -2.61605548  9.65175258  9.65174874
6.01900000  -2.61121959  -2.61122927  9.65305819  9.65305556
6.01950000  -2.60639306  -2.60640242  9.65436380  9.65435997
6.02000000  -2.60156523  -2.60157491  9.65566458  9.65566196
6.02050000  -2.59673740  -2.59674676  9.65696536  9.65696154
6.02100000  -2.59190826  -2.59191795  9.65826132  9.65825871
6.02150000  -2.58707913  -2.58708850  9.65955727  9.65955346
6.02200000  -2.58224871  -2.58225840  9.66084840  9.66084580
6.02250000  -2.57741828  -2.57742765  9.66213952  9.66213572
6.02300000  -2.57258657  -2.57259626  9.66342582  9.66342323
6.02350000  -2.56775485  -2.56776423  9.66471211  9.66470832
6.02400000  -2.56292185  -2.56293156  9.66599357  9.66599099
6.02450000  -2.55808886  -2.55809824  9.66727503  9.66727125
6.02500000  -2.55325458  -2.55326429  9.66855166  9.66854909
6.02550000  -2.54842030  -2.54842969  9.66982829  9.66982451
6.02600000  -2.54358475  -2.54359446  9.67110008  9.67109752
6.02650000  -2.53874920  -2.53875860  9.67237187  9.67236811
6.02700000  -2.53391238  -2.53392209  9.67363883  9.67363628
6.02750000  -2.52907556  -2.52908496  9.67490579  9.67490203
6.02800000  -2.52423747  -2.52424719  9.67616791  9.67616536
6.02850000  -2.51939939  -2.51940879  9.67743002  9.67742628
6.02900000  -2.51456004  -2.51456977  9.67868730  9.67868477
6.02950000  -2.50972070  -2.50973011  9.67994458  9.67994085
6.03000000  -2.50488010  -2.50488983  9.68119703  9.68119450
6.03050000  -2.50003950  -2.50004892  9.68244947  9.68244574
6.03100000  -2.49519765  -2.49520738  9.68369706  9.68369455
6.03150000  -2.49035580  -2.49036522  9.68494466  9.68494094
6.03200000  -2.48551270  -2.48552244  9.68618742  9.68618491
6.03250000  -2.48066961  -2.48067904  9.68743018  9.68742646
6.03300000  -2.47582527  -2.47583501  9.68866809  9.68866559
6.03350000  -2.47098094  -2.47099037  9.68990600  9.68990230
6.03400000  -2.46613537  -2.46614511  9.69113907  9.69113658
6.03450000  -2.46128980  -2.46129924  9.69237214  9.69236844
6.03500000  -2.45644300  -2.45645274  9.69360036  9.69359788
6.03550000  -2.45159620  -2.45160564  9.69482858  9.69482490
6.03600000  -2.44674817  -2.44675792  9.69605196  9.69604949
6.03650000  -2.44190014  -2.44190959  9.69727533  9.69727166
6.03700000  -2.43705089  -2.43706065  9.69849386  9.69849140
6.03750000  -2.43220165  -2.43221110  9.69971238  9.69970872
6.03800000  -2.42735118  -2.42736094  9.70092606  9.70092361
6.03850000  -2.42250072  -2.42251018  9.70213973  9.70213608
6.03900000  -2.41764904  -2.41765880  9.70334856  9.70334612
6.03950000  -2.41279737  -2.41280683  9.70455738  9.70455374
6.04000000  -2.40794448  -2.40795425  9.70576136  9.70575893
6.04050000  -2.40309160  -2.40310107  9.70696533  9.70696169
6.04100000  -2.39823752  -2.39824729  9.70816445  9.70816203
6.04150000  -2.39338344  -2.39339291  9.70936357  9.70935994
6.04200000  -2.38852815  -2.38853793  9.71055783  9.71055542
6.04250000  -2.38367287  -2.38368235  9.71175210  9.71174847
6.04300000  -2.37881640  -2.37882618  9.71294150  9.71293910
6.04350000  -2.37395993  -2.37396942  9.71413091  9.71412730
6.04400000  -2.36910227  -2.36911206  9.71531546  9.71531307
6.04450000  -2.36424461  -2.36425410  9.71650002  9.71649641
6.04500000  -2.35938577  -2.35939556  9.71767971  9.71767733
6.04550000  -2.35452693  -2.35453643  9.71885940  9.71885581
6.04600000  -2.34966691  -2.34967670  9.72003424  9.72003186
6.04650000  -2.34480689  -2.34481639  9.72120907  9.72120548
6.04700000  -2.33994570  -2.33995550  9.72237904  9.72237668
6.04750000  -2.33508451  -2.33509402  9.72354902  9.72354544
6.04800000  -2.33022215  -2.33023195  9.72471413  9.72471177
6.04850000  -2.32535980  -2.32536931  9.72587924  9.72587567
6.04900000  -2.32049627  -2.32050608  9.72703949  9.72703714
6.04950000  -2.31563275  -2.31564227  9.72819974  9.72819618
6.05000000  -2.31076807  -2.31077788  9.72935512  9.72935278
6.05050000  -2.30590340  -2.30591292  9.73051050  9.73050696
6.05100000  -2.30103756  -2.30104738  9.73166102  9.73165870
6.05150000  -2.29617173  -2.29618126  9.73281154  9.73280800
6.05200000  -2.29130475  -2.29131457  9.73395720  9.73395488
6.05250000  -2.28643777  -2.28644731  9.73510285  9.73509932
6.05300000  -2.28156965  -2.28157947  9.73624363  9.73624132
6.05350000  -2.27670153  -2.27671106  9.73738442  9.73738090
6.05400000  -2.27183226  -2.27184209  9.73852033  9.73851804
6.05450000  -2.26696300  -2.26697255  9.73965625  9.73965274
6.05500000  -2.26209261  -2.26210244  9.74078730  9.74078501
6.05550000  -2.25722222  -2.25723176  9.74191834  9.74191484
6.05600000  -2.25235069  -2.25236052  9.74304452  9.74304224
6.05650000  -2.24747917  -2.24748872  9.74417070  9.74416720
6.05700000  -2.24260652  -2.24261636  9.74529200  9.74528973
6.05750000  -2.23773387  -2.23774343  9.74641330  9.74640982
6.05800000  -2.23286011  -2.23286995  9.74752973  9.74752747
6.05850000  -2.22798634  -2.22799590  9.74864616  9.74864269
6.05900000  -2.22311146  -2.22312130  9.74975772  9.74975547
6.05950000  -2.21823658  -2.21824615  9.75086928  9.75086581
6.06000000  -2.21336059  -2.21337044  9.75197596  9.75197371
6.06050000  -2.20848460  -2.20849418  9.75308264  9.75307918
6.06100000  -2.20360751  -2.20361736  9.75418444  9.75418221
6.06150000  -2.19873042  -2.19873999  9.75528624  9.75528280
6.06200000  -2.19385222  -2.19386208  9.75638317  9.75638095
6.06250000  -2.18897403  -2.18898361  9.75748010  9.75747666
6.06300000  -2.18409474  -2.18410460  9.75857215  9.75856993
6.06350000  -2.17921546  -2.17922504  9.75966419  9.75966076
6.06400000  -2.17433508  -2.17434494  9.76075136  9.76074916
6.06450000  -2.16945470  -2.16946429  9.76183853  9.76183511
6.06500000  -2.16457324  -2.16458311  9.76292082  9.76291862
6.06550000  -2.15969178  -2.15970138  9.76400310  9.76399969
6.06600000  -2.15480924  -2.15481911  9.76508051  9.76507832
6.06650000  -2.14992670  -2.14993630  9.76615791  9.76615451
6.06700000  -2.14504308  -2.14505295  9.76723043  9.76722826
6.06750000  -2.14015946  -2.14016907  9.76830296  9.76829956
6.06800000  -2.13527478  -2.13528465  9.76937059  9.76936843
6.06850000  -2.13039009  -2.13039970  9.77043823  9.77043485
6.06900000  -2.12550434  -2.12551422  9.77150098  9.77149883
6.06950000  -2.12061859  -2.12062820  9.77256374  9.77256036
6.07000000  -2.11573177  -2.11574166  9.77362160  9.77361945
6.07050000  -2.11084496  -2.11085459  9.77467947  9.77467610
6.07100000  -2.10595709  -2.10596698  9.77573245  9.77573031
6.07150000  -2.10106923  -2.10107886  9.77678543  9.77678207
6.07200000  -2.09618031  -2.09619020  9.77783352  9.77783139
6.07250000  -2.09129139  -2.09130102  9.77888161  9.77887826
6.07300000  -2.08640143  -2.08641132  9.77992481  9.77992269
6.07350000  -2.08151146  -2.08152110  9.78096801  9.78096467
6.07400000  -2.07662046  -2.07663036  9.78200632  9.78200421
6.07450000  -2.07172946  -2.07173910  9.78304463  9.78304130
6.07500000  -2.06683741  -2.06684732  9.78407805  9.78407595
6.07550000  -2.06194538  -2.06195502  9.78511147  9.78510815
6.07600000  -2.05705230  -2.05706221  9.78613999  9.78613790
6.07650000  -2.05215923  -2.05216889  9.78716852  9.78716521
6.07700000  -2.04726513  -2.04727505  9.78819215  9.78819007
6.07750000  -2.04237104  -2.04238070  9.78921579  9.78921249
6.07800000  -2.03747592  -2.03748583  9.79023452  9.79023245
6.07850000  -2.03258080  -2.03259046  9.79125326  9.79124997
6.07900000  -2.02768467  -2.02769458  9.79226710  9.79226504
6.07950000  -2.02278853  -2.02279820  9.79328095  9.79327767
6.08000000  -2.01789138  -2.01790131  9.79428989  9.79428784
6.08050000  -2.01299424  -2.01300391  9.79529884  9.79529557
6.08100000  -2.00809609  -2.00810601  9.79630289  9.79630084
6.08150000  -2.00319793  -2.00320761  9.79730694  9.79730367
6.08200000  -1.99829878  -1.99830871  9.79830609  9.79830405
6.08250000  -1.99339963  -1.99340931  9.79930523  9.79930198
6.08300000  -1.98849947  -1.98850941  9.80029949  9.80029746
6.08350000  -1.98359932  -1.98360901  9.80129373  9.80129049
6.08400000  -1.97869818  -1.97870812  9.80228308  9.80228107
6.08450000  -1.97379704  -1.97380673  9.80327243  9.80326920
6.08500000  -1.96889491  -1.96890485  9.80425688  9.80425488
6.08550000  -1.96399278  -1.96400248  9.80524133  9.80523810
6.08600000  -1.95908967  -1.95909961  9.80622087  9.80621888
6.08650000  -1.95418656  -1.95419626  9.80720042  9.80719720
6.08700000  -1.94928247  -1.94929241  9.80817506  9.80817308
6.08750000  -1.94437838  -1.94438808  9.80914970  9.80914650
6.08800000  -1.93947332  -1.93948327  9.81011944  9.81011746
6.08850000  -1.93456826  -1.93457797  9.81108918  9.81108598
6.08900000  -1.92966223  -1.92967218  9.81205401  9.81205204
6.08950000  -1.92475620  -1.92476592  9.81301884  9.81301565
6.09000000  -1.91984921  -1.91985917  9.81397876  9.81397681
6.09050000  -1.91494222  -1.91495194  9.81493869  9.81493551
6.09100000  -1.91003427  -1.91004423  9.81589371  9.81589176
6.09150000  -1.90512632  -1.90513605  9.81684872  9.81684555
6.09200000  -1.90021742  -1.90022739  9.81779883  9.81779690
6.09250000  -1.89530852  -1.89531825  9.81874894  9.81874578
6.09300000  -1.89039867  -1.89040864  9.81969414  9.81969221
6.09350000  -1.88548882  -1.88549856  9.82063934  9.82063619
6.09400000  -1.88057803  -1.88058801  9.82157963  9.82157771
6.09450000  -1.87566724  -1.87567698  9.82251992  9.82251678
6.09500000  -1.87075551  -1.87076549  9.82345530  9.82345339
6.09550000  -1.86584378  -1.86585353  9.82439067  9.82438754
6.09600000  -1.86093112  -1.86094110  9.82532114  9.82531924
6.09650000  -1.85601846  -1.85602821  9.82625161  9.82624848
6.09700000  -1.85110487  -1.85111485  9.82717716  9.82717527
6.09750000  -1.84619128  -1.84620104  9.82810271  9.82809960
6.09800000  -1.84127677  -1.84128676  9.82902335  9.82902147
6.09850000  -1.83636226  -1.83637201  9.82994399  9.82994089
6.09900000  -1.83144682  -1.83145681  9.83085971  9.83085784
6.09950000  -1.82653139  -1.82654116  9.83177544  9.83177234
6.10000000  -1.82161505  -1.82162504  9.83268624  9.83268438
6.10050000  -1.81669870  -1.81670847  9.83359705  9.83359397
6.10100000  -1.81178145  -1.81179145  9.83450294  9.83450109
6.10150000  -1.80686420  -1.80687397  9.83540883  9.83540576
6.10200000  -1.80194604  -1.80195604  9.83630981  9.83630797
6.10250000  -1.79702789  -1.79703766  9.83721078  9.83720772
6.10300000  -1.79210883  -1.79211884  9.83810683  9.83810500
6.10350000  -1.78718978  -1.78719956  9.83900289  9.83899983
6.10400000  -1.78226983  -1.78227984  9.83989402  9.83989220
6.10450000  -1.77734988  -1.77735967  9.84078516  9.84078211
6.10500000  -1.77242904  -1.77243906  9.84167137  9.84166956
6.10550000  -1.76750821  -1.76751800  9.84255759  9.84255455
6.10600000  -1.76258649  -1.76259650  9.84343888  9.84343708
6.10650000  -1.75766477  -1.75767456  9.84432018  9.84431715
6.10700000  -1.75274217  -1.75275218  9.84519655  9.84519476
6.10750000  -1.74781957  -1.74782937  9.84607292  9.84606990
6.10800000  -1.74289609  -1.74290612  9.84694437  9.84694259
6.10850000  -1.73797262  -1.73798243  9.84781581  9.84781281
6.10900000  -1.73304828  -1.73305830  9.84868234  9.84868057
6.10950000  -1.72812394  -1.72813375  9.84954886  9.84954587
6.11000000  -1.72319873  -1.72320876  9.85041046  9.85040870
6.11050000  -1.71827352  -1.71828334  9.85127206  9.85126907
6.11100000  -1.71334746  -1.71335749  9.85212874  9.85212698
6.11150000  -1.70842139  -1.70843121  9.85298541  9.85298243
6.11200000  -1.70349447  -1.70350451  9.85383716  9.85383542
6.11250000  -1.69856755  -1.69857738  9.85468891  9.85468594
6.11300000  -1.69363978  -1.69364982  9.85553573  9.85553399
6.11350000  -1.68871201  -1.68872184  9.85638255  9.85637959
6.11400000  -1.68378340  -1.68379344  9.85722444  9.85722271
6.11450000  -1.67885479  -1.67886462  9.85806633  9.85806338
6.11500000  -1.67392533  -1.67393538  9.85890329  9.85890158
6.11550000  -1.66899588  -1.66900572  9.85974026  9.85973731
6.11600000  -1.66406559  -1.66407564  9.86057229  9.86057058
6.11650000  -1.65913531  -1.65914515  9.86140432  9.86140139
6.11700000  -1.65420419  -1.65421424  9.86223142  9.86222973
