     t       numeric x    exact x     numeric v     exact v  
1.07200000  8.78159083  8.78158998  4.78368712  4.78368869
1.07250000  8.78398268  8.78398072  4.77929633  4.77929730
1.07300000  8.78637013  8.78636927  4.77490314  4.77490471
1.07350000  8.78875758  8.78875563  4.77050995  4.77051093
1.07400000  8.79114064  8.79113978  4.76611438  4.76611595
1.07450000  8.79352370  8.79352174  4.76171881  4.76171979
1.07500000  8.79590236  8.79590150  4.75732086  4.75732243
1.07550000  8.79828102  8.79827907  4.75292291  4.75292389
1.07600000  8.80065528  8.80065443  4.74852258  4.74852415
1.07650000  8.80302954  8.80302759  4.74412225  4.74412323
1.07700000  8.80539940  8.80539855  4.73971955  4.73972113
1.07750000  8.80776926  8.80776731  4.73531685  4.73531783
1.07800000  8.81013472  8.81013387  4.73091178  4.73091336
1.07850000  8.81250018  8.81249822  4.72650671  4.72650770
1.07900000  8.81486123  8.81486038  4.72209928  4.72210086
1.07950000  8.81722228  8.81722032  4.71769185  4.71769284
1.08000000  8.81957892  8.81957807  4.71328205  4.71328364
1.08050000  8.82193556  8.82193361  4.70887227  4.70887326
1.08100000  8.82428779  8.82428694  4.70446012  4.70446171
1.08150000  8.82664002  8.82663807  4.70004798  4.70004898
1.08200000  8.82898784  8.82898699  4.69563348  4.69563507
1.08250000  8.83133566  8.83133370  4.69121899  4.69121999
1.08300000  8.83367906  8.83367821  4.68680214  4.68680374
1.08350000  8.83602246  8.83602051  4.68238530  4.68238631
1.08400000  8.83836144  8.83836060  4.67796612  4.67796772
1.08450000  8.84070043  8.84069848  4.67354694  4.67354795
1.08500000  8.84303499  8.84303414  4.66912542  4.66912702
1.08550000  8.84536955  8.84536760  4.66470390  4.66470492
1.08600000  8.84769969  8.84769885  4.66028005  4.66028165
1.08650000  8.85002983  8.85002788  4.65585620  4.65585722
1.08700000  8.85235555  8.85235471  4.65143002  4.65143162
1.08750000  8.85468127  8.85467932  4.64700384  4.64700487
1.08800000  8.85700255  8.85700171  4.64257534  4.64257695
1.08850000  8.85932384  8.85932189  4.63814684  4.63814786
1.08900000  8.86164070  8.86163986  4.63371602  4.63371762
1.08950000  8.86395756  8.86395561  4.62928520  4.62928623
1.09000000  8.86626999  8.86626914  4.62485206  4.62485367
1.09050000  8.86858241  8.86858046  4.62041892  4.62041996
1.09100000  8.87089040  8.87088956  4.61598348  4.61598509
1.09150000  8.87319840  8.87319645  4.61154803  4.61154907
1.09200000  8.87550195  8.87550111  4.60711028  4.60711189
1.09250000  8.87780551  8.87780356  4.60267253  4.60267357
1.09300000  8.88010463  8.88010379  4.59823247  4.59823409
1.09350000  8.88240374  8.88240179  4.59379242  4.59379346
1.09400000  8.88469842  8.88469758  4.58935007  4.58935169
1.09450000  8.88699309  8.88699114  4.58490772  4.58490877
1.09500000  8.88928333  8.88928249  4.58046308  4.58046470
1.09550000  8.89157356  8.89157161  4.57601843  4.57601948
1.09600000  8.89385934  8.89385851  4.57157150  4.57157313
1.09650000  8.89614513  8.89614318  4.56712457  4.56712563
1.09700000  8.89842647  8.89842563  4.56267536  4.56267698
1.09750000  8.90070781  8.90070586  4.55822614  4.55822720
1.09800000  8.90298469  8.90298386  4.55377465  4.55377628
1.09850000  8.90526158  8.90525964  4.54932316  4.54932422
1.09900000  8.90753402  8.90753318  4.54486939  4.54487102
1.09950000  8.90980645  8.90980451  4.54041562  4.54041668
1.10000000  8.91207443  8.91207360  4.53595958  4.53596121
1.10050000  8.91434241  8.91434047  4.53150354  4.53150461
1.10100000  8.91660594  8.91660511  4.52704524  4.52704687
1.10150000  8.91886946  8.91886751  4.52258694  4.52258801
1.10200000  8.92112852  8.92112769  4.51812637  4.51812801
1.10250000  8.92338759  8.92338564  4.51366580  4.51366688
1.10300000  8.92564219  8.92564136  4.50920298  4.50920462
1.10350000  8.92789679  8.92789485  4.50474016  4.50474124
1.10400000  8.93014693  8.93014610  4.50027508  4.50027673
1.10450000  8.93239707  8.93239512  4.49581001  4.49581109
1.10500000  8.93464274  8.93464191  4.49134269  4.49134433
1.10550000  8.93688841  8.93688647  4.48687537  4.48687645
1.10600000  8.93912962  8.93912879  4.48240580  4.48240745
1.10650000  8.94137082  8.94136887  4.47793623  4.47793732
1.10700000  8.94360755  8.94360672  4.47346443  4.47346608
1.10750000  8.94584428  8.94584234  4.46899262  4.46899372
1.10800000  8.94807654  8.94807572  4.46451858  4.46452024
1.10850000  8.95030880  8.95030686  4.46004455  4.46004564
1.10900000  8.95253659  8.95253576  4.45556828  4.45556993
1.10950000  8.95476437  8.95476243  4.45109201  4.45109310
1.11000000  8.95698768  8.95698686  4.44661351  4.44661517
1.11050000  8.95921099  8.95920904  4.44213502  4.44213612
1.11100000  8.96142982  8.96142899  4.43765430  4.43765596
1.11150000  8.96364864  8.96364670  4.43317359  4.43317469
1.11200000  8.96586299  8.96586217  4.42869065  4.42869231
1.11250000  8.96807733  8.96807539  4.42420772  4.42420883
1.11300000  8.97028720  8.97028638  4.41972257  4.41972424
1.11350000  8.97249706  8.97249512  4.41523743  4.41523854
1.11400000  8.97470243  8.97470161  4.41075008  4.41075174
1.11450000  8.97690781  8.97690587  4.40626273  4.40626384
1.11500000  8.97910870  8.97910788  4.40177317  4.40177484
1.11550000  8.98130958  8.98130764  4.39728361  4.39728473
1.11600000  8.98350598  8.98350516  4.39279186  4.39279353
1.11650000  8.98570238  8.98570044  4.38830011  4.38830123
1.11700000  8.98789428  8.98789346  4.38380616  4.38380783
1.11750000  8.99008618  8.99008424  4.37931221  4.37931334
1.11800000  8.99227359  8.99227278  4.37481607  4.37481775
1.11850000  8.99446100  8.99445906  4.37031993  4.37032106
1.11900000  8.99664391  8.99664310  4.36582161  4.36582329
1.11950000  8.99882682  8.99882488  4.36132329  4.36132442
1.12000000  9.00100524  9.00100442  4.35682278  4.35682446
1.12050000  9.00318365  9.00318171  4.35232228  4.35232342
1.12100000  9.00535756  9.00535674  4.34781960  4.34782128
1.12150000  9.00753147  9.00752953  4.34331692  4.34331806
1.12200000  9.00970088  9.00970006  4.33881207  4.33881375
1.12250000  9.01187028  9.01186834  4.33430722  4.33430836
1.12300000  9.01403518  9.01403437  4.32980020  4.32980188
1.12350000  9.01620008  9.01619815  4.32529318  4.32529433
1.12400000  9.01836048  9.01835967  4.32078400  4.32078569
1.12450000  9.02052087  9.02051893  4.31627482  4.31627597
1.12500000  9.02267675  9.02267594  4.31176348  4.31176517
1.12550000  9.02483263  9.02483070  4.30725214  4.30725329
1.12600000  9.02698400  9.02698319  4.30273864  4.30274034
1.12650000  9.02913537  9.02913344  4.29822515  4.29822631
1.12700000  9.03128223  9.03128142  4.29370951  4.29371120
1.12750000  9.03342908  9.03342715  4.28919387  4.28919503
1.12800000  9.03557142  9.03557062  4.28467608  4.28467778
1.12850000  9.03771376  9.03771182  4.28015829  4.28015946
1.12900000  9.03985158  9.03985077  4.27563837  4.27564007
1.12950000  9.04198940  9.04198746  4.27111844  4.27111961
1.13000000  9.04412270  9.04412189  4.26659638  4.26659808
1.13050000  9.04625600  9.04625406  4.26207432  4.26207549
1.13100000  9.04838477  9.04838397  4.25755012  4.25755183
1.13150000  9.05051355  9.05051161  4.25302593  4.25302710
1.13200000  9.05263780  9.05263700  4.24849961  4.24850131
1.13250000  9.05476205  9.05476012  4.24397329  4.24397447
1.13300000  9.05688177  9.05688097  4.23944485  4.23944655
1.13350000  9.05900149  9.05899956  4.23491640  4.23491758
1.13400000  9.06111669  9.06111589  4.23038584  4.23038756
1.13450000  9.06323188  9.06322995  4.22585529  4.22585647
1.13500000  9.06534254  9.06534174  4.22132261  4.22132433
1.13550000  9.06745321  9.06745127  4.21678994  4.21679113
1.13600000  9.06955933  9.06955853  4.21225516  4.21225687
1.13650000  9.07166546  9.07166353  4.20772038  4.20772157
1.13700000  9.07376705  9.07376626  4.20318349  4.20318521
1.13750000  9.07586865  9.07586671  4.19864661  4.19864780
1.13800000  9.07796570  9.07796490  4.19410762  4.19410935
1.13850000  9.08006275  9.08006082  4.18956864  4.18956984
1.13900000  9.08215527  9.08215447  4.18502756  4.18502929
1.13950000  9.08424778  9.08424585  4.18048648  4.18048768
1.14000000  9.08633576  9.08633496  4.17594331  4.17594504
1.14050000  9.08842373  9.08842180  4.17140015  4.17140135
1.14100000  9.09050716  9.09050636  4.16685489  4.16685662
1.14150000  9.09259058  9.09258865  4.16230964  4.16231084
1.14200000  9.09466947  9.09466867  4.15776230  4.15776403
1.14250000  9.09674835  9.09674642  4.15321496  4.15321618
1.14300000  9.09882268  9.09882189  4.14866555  4.14866728
1.14350000  9.10089701  9.10089509  4.14411614  4.14411735
1.14400000  9.10296680  9.10296601  4.13956465  4.13956639
1.14450000  9.10503658  9.10503465  4.13501317  4.13501439
1.14500000  9.10710181  9.10710102  4.13045962  4.13046135
1.14550000  9.10916704  9.10916511  4.12590607  4.12590729
1.14600000  9.11122772  9.11122693  4.12135045  4.12135219
1.14650000  9.11328839  9.11328646  4.11679484  4.11679606
1.14700000  9.11534451  9.11534372  4.11223716  4.11223890
1.14750000  9.11740063  9.11739870  4.10767949  4.10768072
1.14800000  9.11945219  9.11945140  4.10311976  4.10312151
1.14850000  9.12150375  9.12150182  4.09856004  4.09856127
1.14900000  9.12355075  9.12354997  4.09399826  4.09400000
1.14950000  9.12559775  9.12559582  4.08943648  4.08943772
1.15000000  9.12764019  9.12763940  4.08487266  4.08487441
1.15050000  9.12968262  9.12968070  4.08030884  4.08031008
1.15100000  9.13172050  9.13171971  4.07574298  4.07574473
1.15150000  9.13375837  9.13375644  4.07117712  4.07117836
1.15200000  9.13579167  9.13579089  4.06660922  4.06661097
1.15250000  9.13782498  9.13782305  4.06204132  4.06204257
1.15300000  9.13985371  9.13985293  4.05747139  4.05747315
1.15350000  9.14188245  9.14188053  4.05290147  4.05290272
1.15400000  9.14390662  9.14390584  4.04832951  4.04833127
1.15450000  9.14593078  9.14592886  4.04375756  4.04375881
1.15500000  9.14795037  9.14794959  4.03918358  4.03918534
1.15550000  9.14996996  9.14996804  4.03460961  4.03461086
1.15600000  9.15198498  9.15198420  4.03003361  4.03003537
1.15650000  9.15400000  9.15399808  4.02545762  4.02545888
1.15700000  9.15601044  9.15600966  4.02087961  4.02088138
1.15750000  9.15802088  9.15801896  4.01630161  4.01630287
1.15800000  9.16002674  9.16002597  4.01172159  4.01172336
1.15850000  9.16203260  9.16203068  4.00714158  4.00714284
1.15900000  9.16403388  9.16403311  4.00255956  4.00256133
1.15950000  9.16603516  9.16603324  3.99797754  3.99797881
1.16000000  9.16803186  9.16803109  3.99339352  3.99339529
1.16050000  9.17002856  9.17002664  3.98880951  3.98881078
1.16100000  9.17202067  9.17201990  3.98422349  3.98422527
1.16150000  9.17401278  9.17401086  3.97963748  3.97963876
1.16200000  9.17600031  9.17599954  3.97504948  3.97505126
1.16250000  9.17798783  9.17798592  3.97046148  3.97046276
1.16300000  9.17997077  9.17997000  3.96587149  3.96587327
1.16350000  9.18195371  9.18195179  3.96128151  3.96128279
1.16400000  9.18393205  9.18393128  3.95668954  3.95669132
1.16450000  9.18591040  9.18590848  3.95209757  3.95209886
1.16500000  9.18788415  9.18788338  3.94750363  3.94750541
1.16550000  9.18985790  9.18985598  3.94290969  3.94291098
1.16600000  9.19182706  9.19182629  3.93831377  3.93831556
1.16650000  9.19379622  9.19379430  3.93371786  3.93371915
1.16700000  9.19576078  9.19576001  3.92911997  3.92912176
1.16750000  9.19772534  9.19772342  3.92452209  3.92452339
1.16800000  9.19968530  9.19968453  3.91992225  3.91992404
1.16850000  9.20164526  9.20164335  3.91532241  3.91532371
1.16900000  9.20360062  9.20359986  3.91072060  3.91072240
1.16950000  9.20555598  9.20555407  3.90611880  3.90612011
1.17000000  9.20750674  9.20750598  3.90151505  3.90151684
1.17050000  9.20945750  9.20945558  3.89691129  3.89691260
1.17100000  9.21140365  9.21140289  3.89230559  3.89230739
1.17150000  9.21334980  9.21334789  3.88769989  3.88770120
1.17200000  9.21529135  9.21529059  3.88309224  3.88309404
1.17250000  9.21723290  9.21723099  3.87848460  3.87848591
1.17300000  9.21916984  9.21916908  3.87387501  3.87387681
1.17350000  9.22110677  9.22110486  3.86926542  3.86926674
1.17400000  9.22303910  9.22303834  3.86465390  3.86465571
1.17450000  9.22497143  9.22496952  3.86004238  3.86004370
1.17500000  9.22689914  9.22689839  3.85542893  3.85543074
1.17550000  9.22882686  9.22882495  3.85081548  3.85081681
1.17600000  9.23074996  9.23074920  3.84620010  3.84620191
1.17650000  9.23267306  9.23267115  3.84158473  3.84158606
1.17700000  9.23459154  9.23459079  3.83696743  3.83696924
1.17750000  9.23651003  9.23650812  3.83235013  3.83235147
1.17800000  9.23842389  9.23842314  3.82773092  3.82773273
1.17850000  9.24033776  9.24033585  3.82311171  3.82311304
1.17900000  9.24224701  9.24224625  3.81849058  3.81849240
1.17950000  9.24415625  9.24415434  3.81386946  3.81387080
1.18000000  9.24606087  9.24606012  3.80924643  3.80924824
1.18050000  9.24796550  9.24796359  3.80462340  3.80462474
1.18100000  9.24986550  9.24986475  3.79999846  3.80000028
1.18150000  9.25176550  9.25176359  3.79537353  3.79537487
1.18200000  9.25366087  9.25366012  3.79074669  3.79074852
1.18250000  9.25555624  9.25555434  3.78611986  3.78612121
1.18300000  9.25744699  9.25744624  3.78149114  3.78149296
1.18350000  9.25933774  9.25933583  3.77686242  3.77686377
1.18400000  9.26122385  9.26122311  3.77223180  3.77223363
1.18450000  9.26310997  9.26310807  3.76760119  3.76760254
1.18500000  9.26499145  9.26499071  3.76296869  3.76297052
1.18550000  9.26687294  9.26687104  3.75833620  3.75833755
1.18600000  9.26874979  9.26874905  3.75370182  3.75370365
1.18650000  9.27062664  9.27062474  3.74906744  3.74906881
1.18700000  9.27249886  9.27249812  3.74443119  3.74443303
1.18750000  9.27437107  9.27436917  3.73979494  3.73979631
1.18800000  9.27623865  9.27623791  3.73515682  3.73515866
1.18850000  9.27810623  9.27810433  3.73051870  3.73052007
1.18900000  9.27996917  9.27996843  3.72587871  3.72588055
1.18950000  9.28183211  9.28183021  3.72123873  3.72124010
1.19000000  9.28369041  9.28368967  3.71659688  3.71659872
1.19050000  9.28554871  9.28554681  3.71195504  3.71195641
1.19100000  9.28740237  9.28740163  3.70731133  3.70731318
1.19150000  9.28925602  9.28925412  3.70266763  3.70266901
1.19200000  9.29110503  9.29110430  3.69802208  3.69802392
1.19250000  9.29295404  9.29295215  3.69337652  3.69337791
1.19300000  9.29479841  9.29479768  3.68872912  3.68873097
1.19350000  9.29664277  9.29664088  3.68408172  3.68408311
1.19400000  9.29848249  9.29848176  3.67943248  3.67943433
1.19450000  9.30032221  9.30032031  3.67478324  3.67478463
1.19500000  9.30215728  9.30215654  3.67013216  3.67013401
1.19550000  9.30399234  9.30399045  3.66548108  3.66548247
1.19600000  9.30582276  9.30582203  3.66082817  3.66083002
1.19650000  9.30765317  9.30765128  3.65617525  3.65617665
1.19700000  9.30947893  9.30947820  3.65152051  3.65152237
1.19750000  9.31130469  9.31130280  3.64686577  3.64686717
1.19800000  9.31312580  9.31312507  3.64220921  3.64221107
1.19850000  9.31494690  9.31494501  3.63755265  3.63755405
1.19900000  9.31676335  9.31676262  3.63289426  3.63289612
1.19950000  9.31857980  9.31857791  3.62823588  3.62823729
1.20000000  9.32039159  9.32039086  3.62357568  3.62357754
1.20050000  9.32220337  9.32220148  3.61891549  3.61891690
1.20100000  9.32401050  9.32400978  3.61425348  3.61425534
1.20150000  9.32581763  9.32581574  3.60959147  3.60959289
1.20200000  9.32762009  9.32761937  3.60492766  3.60492953
1.20250000  9.32942256  9.32942067  3.60026385  3.60026527
1.20300000  9.33122036  9.33121963  3.59559824  3.59560011
1.20350000  9.33301816  9.33301627  3.59093263  3.59093405
1.20400000  9.33481129  9.33481057  3.58626522  3.58626709
1.20450000  9.33660442  9.33660253  3.58159781  3.58159924
1.20500000  9.33839289  9.33839217  3.57692862  3.57693049
1.20550000  9.34018135  9.34017947  3.57225942  3.57226085
1.20600000  9.34196515  9.34196443  3.56758843  3.56759031
1.20650000  9.34374894  9.34374706  3.56291745  3.56291888
1.20700000  9.34552806  9.34552735  3.55824468  3.55824656
1.20750000  9.34730719  9.34730530  3.55357192  3.55357336
1.20800000  9.34908164  9.34908092  3.54889738  3.54889926
1.20850000  9.35085608  9.35085420  3.54422284  3.54422428
1.20900000  9.35262586  9.35262514  3.53954652  3.53954841
1.20950000  9.35439563  9.35439375  3.53487021  3.53487165
1.21000000  9.35616073  9.35616002  3.53019213  3.53019401
1.21050000  9.35792582  9.35792394  3.52551405  3.52551549
1.21100000  9.35968624  9.35968553  3.52083420  3.52083609
1.21150000  9.36144666  9.36144478  3.51615436  3.51615581
1.21200000  9.36320240  9.36320169  3.51147275  3.51147464
1.21250000  9.36495813  9.36495625  3.50679115  3.50679260
1.21300000  9.36670919  9.36670848  3.50210780  3.50210969
1.21350000  9.36846024  9.36845836  3.49742444  3.49742590
1.21400000  9.37020661  9.37020590  3.49273934  3.49274123
1.21450000  9.37195298  9.37195110  3.48805423  3.48805569
1.21500000  9.37369467  9.37369396  3.48336738  3.48336928
1.21550000  9.37543635  9.37543447  3.47868053  3.47868200
1.21600000  9.37717335  9.37717264  3.47399195  3.47399385
1.21650000  9.37891034  9.37890847  3.46930336  3.46930483
1.21700000  9.38064265  9.38064195  3.46461304  3.46461494
1.21750000  9.38237496  9.38237308  3.45992271  3.45992418
1.21800000  9.38410257  9.38410187  3.45523066  3.45523256
1.21850000  9.38583019  9.38582831  3.45053861  3.45054008
1.21900000  9.38755311  9.38755241  3.44584483  3.44584674
1.21950000  9.38927603  9.38927416  3.44115105  3.44115253
1.22000000  9.39099426  9.39099356  3.43645555  3.43645746
1.22050000  9.39271249  9.39271062  3.43176006  3.43176154
1.22100000  9.39442602  9.39442532  3.42706284  3.42706475
1.22150000  9.39613955  9.39613768  3.42236563  3.42236711
1.22200000  9.39784839  9.39784769  3.41766670  3.41766862
1.22250000  9.39955722  9.39955535  3.41296778  3.41296926
1.22300000  9.40126136  9.40126066  3.40826714  3.40826906
1.22350000  9.40296549  9.40296362  3.40356651  3.40356800
1.22400000  9.40466492  9.40466423  3.39886418  3.39886610
1.22450000  9.40636436  9.40636249  3.39416185  3.39416334
1.22500000  9.40805909  9.40805839  3.38945782  3.38945974
1.22550000  9.40975381  9.40975195  3.38475379  3.38475528
1.22600000  9.41144384  9.41144315  3.38004806  3.38004998
1.22650000  9.41313386  9.41313200  3.37534234  3.37534384
1.22700000  9.41481918  9.41481849  3.37063493  3.37063685
1.22750000  9.41650450  9.41650263  3.36592752  3.36592902
1.22800000  9.41818511  9.41818442  3.36121842  3.36122035
1.22850000  9.41986572  9.41986385  3.35650933  3.35651084
1.22900000  9.42154162  9.42154093  3.35179856  3.35180049
1.22950000  9.42321752  9.42321565  3.34708779  3.34708930
1.23000000  9.42488871  9.42488802  3.34237534  3.34237727
1.23050000  9.42655989  9.42655803  3.33766290  3.33766441
1.23100000  9.42822637  9.42822568  3.33294878  3.33295071
1.23150000  9.42989284  9.42989098  3.32823467  3.32823618
1.23200000  9.43155460  9.43155392  3.32351889  3.32352082
1.23250000  9.43321636  9.43321450  3.31880311  3.31880463
1.23300000  9.43487341  9.43487272  3.31408567  3.31408761
1.23350000  9.43653045  9.43652859  3.30936823  3.30936976
1.23400000  9.43818277  9.43818209  3.30464914  3.30465108
1.23450000  9.43983510  9.43983324  3.29993005  3.29993158
1.23500000  9.44148270  9.44148203  3.29520931  3.29521125
1.23550000  9.44313031  9.44312845  3.29048856  3.29049010
1.23600000  9.44477319  9.44477252  3.28576617  3.28576812
1.23650000  9.44641608  9.44641422  3.28104379  3.28104532
1.23700000  9.44805424  9.44805356  3.27631976  3.27632171
1.23750000  9.44969240  9.44969054  3.27159573  3.27159727
1.23800000  9.45132583  9.45132516  3.26687007  3.26687202
1.23850000  9.45295927  9.45295741  3.26214440  3.26214595
1.23900000  9.45458798  9.45458730  3.25741711  3.25741906
1.23950000  9.45621669  9.45621483  3.25268981  3.25269136
1.24000000  9.45784067  9.45783999  3.24796089  3.24796284
1.24050000  9.45946465  9.45946279  3.24323197  3.24323352
1.24100000  9.46108390  9.46108323  3.23850143  3.23850338
1.24150000  9.46270315  9.46270130  3.23377088  3.23377244
1.24200000  9.46431767  9.46431700  3.22903872  3.22904068
1.24250000  9.46593219  9.46593034  3.22430656  3.22430812
1.24300000  9.46754198  9.46754131  3.21957279  3.21957475
1.24350000  9.46915176  9.46914991  3.21483902  3.21484058
1.24400000  9.47075682  9.47075615  3.21010364  3.21010560
1.24450000  9.47236187  9.47236002  3.20536826  3.20536982
1.24500000  9.47396218  9.47396152  3.20063128  3.20063324
1.24550000  9.47556250  9.47556065  3.19589430  3.19589586
1.24600000  9.47715808  9.47715741  3.19115571  3.19115768
1.24650000  9.47875366  9.47875181  3.18641714  3.18641870
1.24700000  9.48034450  9.48034383  3.18167696  3.18167893
1.24750000  9.48193533  9.48193349  3.17693679  3.17693836
1.24800000  9.48352143  9.48352077  3.17219503  3.17219700
1.24850000  9.48510753  9.48510568  3.16745326  3.16745484
1.24900000  9.48668889  9.48668823  3.16270992  3.16271189
1.24950000  9.48827024  9.48826840  3.15796657  3.15796815
1.25000000  9.48984685  9.48984619  3.15322165  3.15322362
1.25050000  9.49142346  9.49142162  3.14847672  3.14847831
1.25100000  9.49299533  9.49299467  3.14373022  3.14373220
1.25150000  9.49456719  9.49456535  3.13898373  3.13898531
1.25200000  9.49613431  9.49613366  3.13423566  3.13423764
1.25250000  9.49770143  9.49769959  3.12948759  3.12948918
1.25300000  9.49926380  9.49926315  3.12473796  3.12473994
1.25350000  9.50082617  9.50082433  3.11998832  3.11998992
1.25400000  9.50238379  9.50238314  3.11523713  3.11523911
1.25450000  9.50394141  9.50393957  3.11048594  3.11048753
1.25500000  9.50549427  9.50549362  3.10573319  3.10573518
1.25550000  9.50704714  9.50704530  3.10098044  3.10098204
1.25600000  9.50859525  9.50859461  3.09622614  3.09622813
1.25650000  9.51014337  9.51014153  3.09147184  3.09147345
1.25700000  9.51168673  9.51168608  3.08671600  3.08671799
1.25750000  9.51323008  9.51322825  3.08196015  3.08196176
1.25800000  9.51476869  9.51476804  3.07720277  3.07720476
1.25850000  9.51630729  9.51630545  3.07244538  3.07244699
1.25900000  9.51784113  9.51784049  3.06768646  3.06768846
1.25950000  9.51937498  9.51937314  3.06292754  3.06292915
1.26000000  9.52090406  9.52090342  3.05816708  3.05816908
1.26050000  9.52243314  9.52243131  3.05340663  3.05340825
1.26100000  9.52395747  9.52395682  3.04864465  3.04864665
1.26150000  9.52548179  9.52547996  3.04388267  3.04388429
1.26200000  9.52700135  9.52700071  3.03911917  3.03912117
1.26250000  9.52852091  9.52851908  3.03435567  3.03435729
1.26300000  9.53003570  9.53003507  3.02959065  3.02959265
1.26350000  9.53155050  9.53154867  3.02482563  3.02482726
1.26400000  9.53306053  9.53305989  3.02005910  3.02006111
1.26450000  9.53457056  9.53456873  3.01529257  3.01529420
1.26500000  9.53607582  9.53607519  3.01052453  3.01052654
1.26550000  9.53758109  9.53757926  3.00575649  3.00575812
1.26600000  9.53908158  9.53908094  3.00098695  3.00098896
1.26650000  9.54058207  9.54058025  2.99621741  2.99621904
1.26700000  9.54207780  9.54207716  2.99144636  2.99144838
1.26750000  9.54357352  9.54357169  2.98667533  2.98667697
1.26800000  9.54506447  9.54506384  2.98190279  2.98190481
1.26850000  9.54655542  9.54655360  2.97713026  2.97713190
1.26900000  9.54804160  9.54804097  2.97235624  2.97235825
1.26950000  9.54952778  9.54952596  2.96758222  2.96758386
1.27000000  9.55100918  9.55100856  2.96280671  2.96280873
1.27050000  9.55249059  9.55248877  2.95803120  2.95803285
1.27100000  9.55396722  9.55396659  2.95325422  2.95325624
1.27150000  9.55544384  9.55544202  2.94847723  2.94847889
1.27200000  9.55691569  9.55691507  2.94369877  2.94370080
1.27250000  9.55838754  9.55838572  2.93892032  2.93892197
1.27300000  9.55985461  9.55985399  2.93414039  2.93414241
1.27350000  9.56132168  9.56131987  2.92936046  2.92936212
1.27400000  9.56278397  9.56278335  2.92457906  2.92458109
1.27450000  9.56424626  9.56424445  2.91979767  2.91979934
1.27500000  9.56570377  9.56570315  2.91501482  2.91501685
1.27550000  9.56716128  9.56715946  2.91023197  2.91023363
1.27600000  9.56861400  9.56861338  2.90544766  2.90544969
1.27650000  9.57006673  9.57006491  2.90066335  2.90066502
1.27700000  9.57151467  9.57151405  2.89587759  2.89587963
1.27750000  9.57296261  9.57296079  2.89109183  2.89109351
1.27800000  9.57440576  9.57440514  2.88630463  2.88630667
1.27850000  9.57584891  9.57584710  2.88151742  2.88151910
1.27900000  9.57728728  9.57728666  2.87672878  2.87673082
1.27950000  9.57872564  9.57872383  2.87194014  2.87194182
1.28000000  9.58015922  9.58015860  2.86715005  2.86715210
1.28050000  9.58159279  9.58159098  2.86235997  2.86236166
1.28100000  9.58302158  9.58302096  2.85756846  2.85757051
1.28150000  9.58445036  9.58444855  2.85277695  2.85277864
1.28200000  9.58587435  9.58587374  2.84798401  2.84798606
1.28250000  9.58729835  9.58729654  2.84319107  2.84319276
1.28300000  9.58871754  9.58871694  2.83839671  2.83839876
1.28350000  9.59013674  9.59013494  2.83360235  2.83360405
1.28400000  9.59155115  9.59155054  2.82880657  2.82880863
1.28450000  9.59296555  9.59296374  2.82401080  2.82401250
1.28500000  9.59437516  9.59437455  2.81921361  2.81921566
1.28550000  9.59578476  9.59578296  2.81441642  2.81441812
1.28600000  9.59718957  9.59718897  2.80961782  2.80961988
1.28650000  9.59859438  9.59859258  2.80481923  2.80482094
1.28700000  9.59999439  9.59999379  2.80001923  2.80002129
1.28750000  9.60139440  9.60139260  2.79521923  2.79522094
1.28800000  9.60278961  9.60278901  2.79041784  2.79041990
1.28850000  9.60418482  9.60418302  2.78561644  2.78561815
1.28900000  9.60557523  9.60557463  2.78081365  2.78081571
1.28950000  9.60696564  9.60696384  2.77601086  2.77601258
1.29000000  9.60835124  9.60835064  2.77120669  2.77120875
1.29050000  9.60973684  9.60973505  2.76640251  2.76640423
1.29100000  9.61111764  9.61111705  2.76159695  2.76159902
1.29150000  9.61249844  9.61249664  2.75679139  2.75679311
1.29200000  9.61387443  9.61387384  2.75198445  2.75198652
1.29250000  9.61525043  9.61524863  2.74717751  2.74717924
1.29300000  9.61662161  9.61662102  2.74236920  2.74237127
1.29350000  9.61799280  9.61799100  2.73756089  2.73756262
1.29400000  9.61935917  9.61935858  2.73275121  2.73275328
1.29450000  9.62072555  9.62072375  2.72794153  2.72794326
1.29500000  9.62208711  9.62208652  2.72313048  2.72313256
1.29550000  9.62344868  9.62344689  2.71831944  2.71832117
1.29600000  9.62480543  9.62480485  2.71350703  2.71350911
1.29650000  9.62616219  9.62616040  2.70869463  2.70869637
1.29700000  9.62751413  9.62751354  2.70388087  2.70388295
1.29750000  9.62886607  9.62886428  2.69906711  2.69906886
1.29800000  9.63021319  9.63021261  2.69425200  2.69425409
1.29850000  9.63156032  9.63155853  2.68943690  2.68943864
1.29900000  9.63290263  9.63290205  2.68462044  2.68462253
1.29950000  9.63424494  9.63424316  2.67980399  2.67980574
1.30000000  9.63558244  9.63558185  2.67498620  2.67498829
1.30050000  9.63691993  9.63691814  2.67016841  2.67017016
1.30100000  9.63825260  9.63825202  2.66534928  2.66535137
1.30150000  9.63958528  9.63958350  2.66053015  2.66053191
1.30200000  9.64091313  9.64091256  2.65570969  2.65571179
1.30250000  9.64224099  9.64223921  2.65088924  2.65089100
1.30300000  9.64356402  9.64356345  2.64606745  2.64606955
1.30350000  9.64488706  9.64488528  2.64124567  2.64124743
1.30400000  9.64620527  9.64620469  2.63642257  2.63642466
